title,resume,date
Rabat-Salé-Témara : Les chauffeurs d’Alsa City Bus en grève,"Les autobus de la société Alsa-City, délégataire du transport urbain dans l’agglomération de Rabat-Salé-Témara, sont immobilisés en raison d’une grève des chauffeurs déclenchée jeudi.",07 Déc 2019
Bientôt un film sur la vie « mouvementée » de Michael Jackson,"Alerte au cinéphile ! Après l’énorme succès du film sur la vie de Freddie Mercury, «",26 Nov 2019
Le mandarin sera enseigné dans une école de la région de Tanger,"Désormais, le mandarin sera enseigné dans une école de la région de Tanger. Cette mesure a fait l’objet d’une convention de partenariat signée, ce mardi, entre la Fondation BMCE Bank pour l’Éducation et l’Environnement et l’Institut Confucius de Tanger-Université Abdelmalek Essaâdi.",04 Déc 2019
 25 novembre/1er décembre: 24 morts dans les accidents de la circulation en périmètre urbain,"Les 1.513 accidents de la circulation survenu en périmètre urbain lors de la semaine allant du 25 novembre au 1er décembre, ont fat un total de 24 morts et 1.929 blessés, dont 64 grièvement.",04 Déc 2019
Marrakech : Campagne de chirurgie plastique au profit d’une centaine de patients,Le Service de chirurgie maxillo-faciale relevant de l’hôpital Ibn Tofail à Marrakech organise une « campagne chirurgicale humanitaire » au profit de 101 patients atteints de cicatrices faciales.,04 Déc 2019
Marrakech : 687 personnes interpellées par la Brigade touristique à fin novembre,"La Brigade touristique relevant de la préfecture de police de Marrakech a procédé, au cours du mois de novembre dernier, à l’arrestation de 687 personnes pour différents délits.",05 Déc 2019
"Une peinture de Pierre Soulages vendue à 9,6 millions d’euros","Une œuvre de 1960 de Pierre Soulages a été vendue mercredi 9,6 millions d’euros (frais compris) chez Tajan à Paris. Ce prix dépasse largement celui prévu (entre 4 et 6 millions d’euros), à l’approche de l’exposition Soulages du Louvre.",28 Nov 2019
Sheikh Zayed Book Award: 7 titres marocains sélectionnés,Sept titres marocains ont été sélectionnés dans la longue liste des catégories « Contributions au développement des nations » et « Arts et études critiques » de la 14è édition du Prix Cheikh Zayed du Livre (Sheikh Zayed Book Award).,27 Nov 2019
Promotion du cinéma: Quand les autorités nagent à contre-courant,"Nul ne l’ignore, la ville d’Ouarzazate est une destination privilégiée pour les productions étrangères. Des tournages s’y déroulent à longueur d’année, et toutes les facilités sont apportées aux producteurs, notamment étrangers, au vu de la dynamique qu’ils insufflent à l’économie locale, et l’industrie cinématographique nationale en général.",27 Nov 2019
"Plus de cinq tonnes de chira saisies à Nador, un individu en fuite","Quelque cinq tonnes et 70 kg de chira enveloppés dans 169 grands paquets, ont été saisis, tôt dans la matinée du jeudi, par les éléments de la police judiciaire de Nador. ",05 Déc 2019
Signalisation routière: Du changement à venir,,05 Déc 2019
Economie et finances: le ministère trouve un premier accord avec les syndicats,"La réunion de négociation convoquée par le ministre de l’Economie, des Finances et de la Réforme de l’administration avec les représentants de l’Union nationale marocaine des syndicats démocratiques des Finances (USDF, affiliée à l’UMT) ce 3 décembre à Rabat a abouti à plusieurs résultats concernant le statut des fonctionnaires du ministère ainsi que leur système de retraite complémentaire. Précisions.",06 Déc 2019
"Test PISA: Le Maroc parmi les derniers, le ministère se justifie","Analyste des politiques d’éducation à l’OCDE, Soumaya Maghnouj a présenté ce mercredi au siège du ministère de l’Education nationale, une grille de lecture des ",05 Déc 2019
OCP Maintenance Solutions devient le premier centre certificateur Mobius au Maroc,"Le Groupe OCP, à travers sa « business unit » spécialisée dans la fiabilité et la maintenance, OCP Maintenance Solutions (OCP-MS), a pris part à la « CBM Conference », conférence de renommée mondiale, dédiée à la maintenance conditionnelle des machines, qui a lieu du 3 au 5 décembre 2019, à Monterrey au Mexique.",05 Déc 2019
Exploitation des enfants dans la mendicité: Un plan national est lancé,"Le coup d’envoi a été donné mercredi à Rabat au Plan d’action national pour la lutte contre l’exploitation des enfants à des fins de mendicité, qui repose sur le renforcement du système de protection de l’enfant de ce type d’exploitation en se basant sur le travail d’intervention d’équipes de terrain pluridisciplinaires dans différentes régions au niveau de la protection judiciaire, des soins de santé, de l’assistance psychologique et sociale, de l’éducation et la formation, ainsi que du suivi et de l’évaluation.",04 Déc 2019
Rabat abritera en juillet prochain l’assemblée générale de l’AIRF,"La ville de Rabat abritera, en juillet 2020, la 14è Assemblée générale (AG) de l’Association internationale des régions francophones (AIRF). Cette annonce a été faite à l’issue des travaux de la 13è AG de l’association qui se sont déroulés dimanche à Bamako avec la participation des représentants des pays membres, dont le Maroc.",01 Déc 2019
"Hélène Le Gal: Lead Campus 2, le fil rouge des leaders africains de demain","L’ambassadrice de France au Maroc, Hélène Le Gal a donné, ce jeudi, le coup d’envoi de la deuxième édition du programme Lead Campus, un programme destiné aux jeunes leaders africains. Objectif affiché: La valorisation de la  jeunesse africaine.",29 Nov 2019
Province de Ouarzazate : Caravane médicale pluridisciplinaire dans la commune de Télouet,Une caravane médicale pluridisciplinaire a été organisée récemment dans la commune territoriale de Télouet à l’initiative de la Délégation provinciale de la Santé et l’hôpital provincial de Ouarzazate.,03 Déc 2019
Bouachrine : Son épouse le déclare en grève de la faim,Le directeur du quotidien Akhbar Al Yaoum et du site d’information d’Al Yaoum 24 est en grève de la faim depuis dimanche pour « ,03 Déc 2019
Tuberculose: un réseau dément les chiffres officiels du ministère de la Santé,,03 Déc 2019
Al Hoceima : Lancement du projet « SAFAE et la démocratie » pour l’égalité des sexes,"Le Réseau des associations de développement actives dans la province d’Al Hoceima a organisé, samedi, une rencontre de communication pour le lancement du projet « SAFAE (soutien et accompagnement en faveur des femmes pour l’autonomisation et l’égalité) et la démocratie » visant à soutenir l’égalité entre les sexes.",02 Déc 2019
OIT : Amekraz à Abidjan pour une réunion régionale,"Le ministre de l’Emploi et de l’Intégration professionnelle, Mohamed Amekraz, est en tête de la délégation tripartite marocaine participant aux travaux de la 14e Réunion régionale africaine de l’Organisation Internationale du Travail (OIT), qui débute ce mardi à Abidjan, et se poursuit jusqu’au 6 décembre prochain. ",03 Déc 2019
Accident de Taza: Le bilan des morts s’alourdit,Le bilan des morts dans l’accident de l’auto,02 Déc 2019
"Après son hospitalisation, French Montana donne de ses nouvelles","French Montana semble être sorti d’affaire. Le rappeur d’origine marocaine a quitté les soins intensifs après avoir été hospitalisé d’urgence suite à une crise de panique chez lui, à Los Angeles. L’interprète de « Famous » a tenu à prévenir ses fans de son état de santé actuel tout en les remerciant d’avoir pris de ses nouvelles. ",29 Nov 2019
BCIJ: Démantèlement d’une cellule terroriste s’activant à Fekhana et Beni Nsar,"Le Bureau central d’investigation judiciaire (BCIJ), a démantelé une cellule terroriste composée de quatre personnes, âgées de 24 à 39 ans, partisanes de Daech et porteuses de projets terroristes, et qui s’activaient dans la région de Fekhana et Beni Nsar. ",04 Déc 2019
Médiateur du Royaume: Plus de 75.000 doléances formulées entre 2011 et 2018,"En l’espace de 7 ans, l’institution du médiateur du Royaume a reçu pas moins de 75.188 doléances, et a enregistré une hausse dans le nombre des plaintes de l’ordre de 2.93%, a indiqué un rapport annuel d’activité pour l’année 2018.",03 Déc 2019
Dons royaux au profit de plusieurs Zaouïas et Mausolées du royaume,"Une commission royale a procédé, jeudi, à la remise de dons royaux aux chorfas et adeptes de Mausolées et Zaouïa des villes d’Ouezzane, Larache, Chefchaouen et Tétouan, à l’occasion de l’anniversaire de la disparition de feu le roi Hassan II.",30 Nov 2019
Alsa commande 350 nouveaux bus chez Mercedes,"La société Alsa, nouveau délégataire du transport urbain à Casablanca, a passé une commande auprès de Mercedes-Benz pour l’acquisition de 350 nouveaux bus de modèle Conecto.",02 Déc 2019
"Des villes durables en Afrique, une question de survie",,03 Déc 2019
Errachidia : Hommage aux bacheliers les plus méritants de la région de Drâa-Tafilalet,"L’Académie régionale de l’éducation et de la formation (AREF) de Drâa-Tafilalet a organisé, vendredi à Errachidia, une cérémonie en hommage aux élèves ayant obtenu les meilleures notes lors des examens du baccalauréat au titre de l’année scolaire 2018-2019.",30 Nov 2019
Education : Hommage aux bacheliers de Dakhla-Oued Eddahab,"La Fondation Mohammed VI de promotion des œuvres sociales de l’éducation-formation a organisé, vendredi à Dakhla, une cérémonie en l’honneur des enfants d’adhérents ayant obtenu leur baccalauréat avec mention très bien au titre de l’année scolaire 2018-2019.",30 Nov 2019
Béni Mellal-Khénifra : Plusieurs enfants autistes bénéficient d’un programme de prise en charge,,01 Déc 2019
CIN biométriques : Une société française remporte l’appel d’offre de la DGSN,"Société française spécialisée dans les données numériques, Idemia, annoncé avoir remporté le contrat de renouvellement de la Carte d’identité nationale (CIN) dans le cadre de l’appel d’offres lancé par la Direction générale de la sécurité nationale (DGSN).",30 Nov 2019
Béni Melllah-Khénifra : 119 bourses octroyés par la Fondation Mohammed VI de promotion des œuvres sociales de l’éducation-formation,"Un total de 119 bacheliers ont bénéficié des bourses de mérite octroyées par la Fondation Mohammed VI de promotion des œuvres sociales de l’éducation-formation au profit des enfants de ses membres ayant obtenu leur baccalauréat avec mention, au niveau de la région Béni Mellal-Khénifra au titre de l’année de 2019, a atteint environ bénéficiaires sur 2919 bénéficiaires au niveau national. ",30 Nov 2019
Larache abrite le 6e Congrès national en médecine maritime,"Le 6e Congrès national en médecine maritime s’est tenu, samedi à Larache, sous le thème « ",01 Déc 2019
"SIDA, VIH, gare aux fausses idées reçues !","La journée mondiale de lutte contre le SIDA est de retour. Cette Maladie Sexuellement Transmissible (MST) mortelle est l’une des maladies qui font le plus peur, partout dans le monde. Des milliers de personnes meurent chaque année à cause de cette MST autour de laquelle la sensibilisation n’est pas toujours au rendez-vous. ",01 Déc 2019
« Moul Kaskita » : Jusqu’où préserver la liberté individuelle ?,"Un communiqué du Procureur du Roi près le tribunal de première instance de Settat, émis par la MAP dans la journée du 1",01 Déc 2019
Plusieurs morts dans un drame routier dans la région de Taza,"La région de Taza a été le théâtre d’un drame routier en ce début décembre. Plusieurs personnes ont trouvé la mort dans le renversement d’un autocar et d’une voiture, au niveau de Oued Imlil, sur l’axe routier reliant Taza à Guercif.",01 Déc 2019
Dakhla : Remise des certificats aux bénéficiaires du programme «Emergence des Compétences»,"Le centre de formation de la Fondation Phosboucrâa, Dakhla Learning Center (DLC), a organisé samedi la cérémonie de clôture du programme «Emergence des Compétences», marquée par la remise des certificats de formation aux 360 adhérentes et adhérents du programme, représentant trois promotions.",01 Déc 2019
Élections : L’Intérieur appelle à s’inscrire dans les listes jusqu’à fin décembre,,01 Déc 2019
Le Welsh National Opéra s’invite à l’Académie du Royaume au Maroc,,29 Nov 2019
Prince Moulay Rachid : « Le Festival International du Film de Marrakech revient cette année pour affirmer notre engagement en faveur du rapprochement des cultures »,"Après une édition riche en émotions, le Festival international du Film de Marrakech, dont le coup d’envoi de la 18ème édition a été donné vendredi soir au Palais des Congrès de la Cité ocre, « ",30 Nov 2019
"Le Festival international du Film de Marrakech,  comme si vous y étiez","La dix-huitième édition du festival international du film de Marrakech (FIFM) s’est ouverte vendredi au Palais des Congrès de la cité ocre. C’est S.A.R le prince Moulay Rachid, Président de la Fondation du Festival qui a donné le coup d’envoi en présence d’éminentes personnalités du cinéma en particulier, de la culture, des arts et des médias en général.",30 Nov 2019
Rencontres interculturelles : Des lycéens de Tourbes en visite au Maroc,"Dans le cadre des actions de coopération internationale (culture et loisirs), les élèves de terminale des Sciences et technologies de l’agronomie et du vivant (STAV) du lycée Bonne-Terre de Tourbes ont bénéficié d’une semaine de stage collectif, au Maroc, chez leur partenaire, l’association de développement d’Isfoutalil, qui œuvre à la rencontre interculturelle entre jeunes Marocains et Français",30 Nov 2019
La « routini alyaoumi » attitude analysée par Jaouad Mabrouki,"Prendre son smartphone, bien le positionner dans sa cuisine ou sa chambre, mettre une tenue qui montre parfaitement les rondeurs de son corps, et commencer à s’acquitter de ses  tâches ménagères, le tout immortalisé dans ce qui est devenu désormais une mode chez certaines youtubeuses marocaine, voire un concept, qui a même un nom ",04 Déc 2019
Nouakchott : Le caftan marocain brille lors d’un défilé de mode,"Le Centre culturel marocain de Nouakchott a abrité, vendredi soir, un défilé de mode traditionnel marocain au cours duquel la créatrice marocaine, Hanane Zouein, a présenté une collection de ses dernières créations, notamment le caftan, avec toute sa beauté et son authenticité.",30 Nov 2019
7è Prix de thèse Moyen-Orient et mondes musulmans 2020: l’Appel à candidature lancé,"Le GIS Moyen-Orient et mondes musulmans et l’Institut d’étude de l’Islam et des sociétés du monde musulman (IISMM, UMS 2000) ont annoncé l’organisation en 2020 de la septième édition du Prix de thèse Moyen-Orient et mondes musulmans.",29 Nov 2019
Education nationale: Premiers résultats du dialogue syndicats/ministère,"Rendant compte de leur réunion avec le directeur central des ressources humaines du ministère de tutelle, Mohamed Benzarhouni, les syndicats les plus représentatifs de l’Education nationale et de l’enseignement supérieur ont appelé le gouvernement et le ministère de Saïd Amzazi à répondre aux demandes des fonctionnaires du secteur et à « réaliser les revendications » qu’ils portent dans leur dossier revendicatif. ",07 Déc 2019
Lalla Meryem préside l’inauguration du Bazar international de Bienfaisance,,07 Déc 2019
Pharmacie: les professionnels du secteur planchent sur le projet de leur ordre,"Sur invitation du Président du Conseil national des pharmaciens du Maroc, Dr. Hamza Guedira, les présidents et membres des conseils régionaux, conseils de biologistes, industriels, distributeurs et dirigeants de syndicats nationaux, ont engagé une course contre la montre pour examiner le projet de loi ",07 Déc 2019
Les internautes saoudiens lancent un hashtag pour annuler le concert de Saad Lamjarred à Riyad,"Saad Lamjarred n’est pas le « bienvenu » en Arabie Saoudite. Sur les réseaux sociaux, le chanteur marocain, qui a partagé une publication de Turki Al Shikh, président de l’autorité de divertissement du pays, a annoncé qu’il se produira à Riyad, le 18 décembre prochain, dans le cadre du « Moussem » saoudien. Une nouvelle qui ne plait pas du tout aux Saoudiens, qui se sont mobilisés en masse sur les réseaux sociaux pour dénoncer la présence d’un artiste décrit comme « violeur ». ",03 Déc 2019
"FIFM2019: « The Irishman », un bouquet fait des acteurs fétiches de Martin Scorsese","Dans le cadre de la 18è édition du festival international du film de Marrakech, le grand public marrakchi et les professionnels du cinéma avaient rendez-vous avec le dernier chef oeuvre de Martin Scorsese, «",03 Déc 2019
Doha : Salim Hamidi remporte le premier prix de la Calligraphie arabe classique,Le calligraphe marocain Salim Hamidi a remporté le premier prix du Doha pour la créativité des jeunes dans la catégorie « Calligraphie arabe classique ».,04 Déc 2019
Gad Elmaleh annonce son retour sur scène avec un tout nouveau spectacle,"Gad Elmaleh is back ! L’humoriste franco-marocain a annoncé une grande nouvelle à ses fans : il retourne sur scène avec un tout nouveau spectacle. Cinq ans après « Sans Tambour », une tournée internationale et une aventure américaine, le natif de Casablanca est prêt à remonter sur les planches françaises.",04 Déc 2019
Projection au FCM de Bruxelles du film marocain « Le Miracle du Saint Inconnu »,"Le film marocain « Le Miracle du Saint Inconnu » du réalisateur Alaa Eddine Aljem a été projeté, mardi soir, dans le cadre de la section Panorama de la 19ème édition du festival du cinéma méditerranéen de Bruxelles.",04 Déc 2019
Digitalisation: L’Université Hassan 1er et Huawei Maroc travailleront ensemble,"En vue d’accélérer la digitalisation et promouvoir les compétences en Technologies de l’information et de la communication (TIC) au sein des universités et établissements supérieurs, l’Université Hassan 1er de Settat et Huawei Maroc ont signé une convention de partenariat.",09 Déc 2019
50 jeunes professionnels de 27 nationalités se joignent au réseau ADEL ,"Un groupe de 50 jeunes Atlantic Dialogues Emerging Leaders (ADEL), issus de 4 Continents et de 27 nationalités, participera, du 9 au 11 décembre, à la 8ème édition de la Conférence annuelle « Atlantic Dialogues » prévue du 12 au 14 courant à Marrakech.",10 Déc 2019
UI Green Metric 2019: les universités marocaines ne sont pas des amis de l’environnement,"Les universités Marocaines font le moindre effort, voire pas d’efforts, en matière de protection de l’environnement. Et c’est le classement « ",09 Déc 2019
Rabat : Un festival du riz pour célébrer l’amitié entre le Maroc et le Pakistan,"L’ambassade du Pakistan au Maroc a organisé, mercredi à Rabat, un festival pour célébrer l’amitié entre les deux pays, à travers une dégustation du riz pakistanais.",05 Déc 2019
FIFM2019: 3 questions à Hend Sabri,"Dans le cadre de la promotion du film « Noura rêve » de Hind Boujemaa, l’actrice tunisienne, Hend Sabri, fait son ",05 Déc 2019
"FIFM2019: Hommage, carrière, harcèlement … Mouna Fettou se confie","Pour sa 18é édition, le Festival international du film de Marrakech (FIFM) rend hommage à une grande artiste marocaine qui, pendant plus de 25 ans, a conquis le cœur et les esprits des Marocains. Il s’agit de l’actrice Mouna Fettou.",04 Déc 2019
Académie du Royaume du Maroc : Le Welsh National Opéra offre un concert captivant,"L’Académie du Royaume du Maroc a accueilli l’opéra national du pays de Galles, le Welsh National Opéra, mercredi 04 décembre, pour un concert mémorable dans la capitale marocaine. Une première dans le Royaume pour la troupe galloise.",06 Déc 2019
JTC: « Un autre ciel » de Mohamed Horr en lice pour le Tanit d’or,"« Un autre ciel » du dramaturge marocain Mohamed al Horr, aux côtés de treize autres œuvres arabes et africaines, est en lice pour le Tanit d’Or, distinction suprême des Journées Théâtrales de Carthage (JTC), qui tiennent leur 21è édition du 7 au 15 décembre.",06 Déc 2019
Aziz Ghali: L’année 2019 n’a pas tenu ses promesses en matière de DH,"Depuis l’adoption en 1948 par les Nations Unies de la Déclaration universelle des droits de l’homme (DUDH), la journée internationale des droits humains sert de jauge pour les avancées (ou régressions) et offre l’occasion aux différentes partes concernées par la question, et investies (ou auto-investies) de la mission de défense de ces droits de faire le bilan. Depuis 71 ans",11 Déc 2019
28è session ordinaire du conseil supérieur des Oulémas les 13 et 14 décembre à Rabat,"Le Conseil supérieur des Oulémas, tiendra les 13 et 14 décembre sa 28è session ordinaire à Rabat, consacrée à l’examen de l’action, passé et future du Conseil.",11 Déc 2019
"Migration irrégulière: 101,7 M€ comme soutien de l’UE au Maroc","L’Union européenne (UE) a annoncé, mercredi, un soutien financier de 101,7 millions d’euros en faveur du Maroc pour l’aider à intensifier sa lutte contre la migration irrégulière et le trafic d’êtres humains.",11 Déc 2019
"Fort de sa diversité, le FIFM 2019 attire près de 105 000 festivaliers","Le Festival International du Film de Marrakech (FIFM) 2019 a été un véritable succès. Le FIFM a clôturé sa 18e édition, samedi soir, au Palais des congrès de la ville ocre. Une édition qui a compté la participation de près de 105 000 venus pour assister aux différents projections et activité de l’événement marrakchi. ",08 Déc 2019
"FIFM 2019: L’icône de Bollywood, Priyanka Chopra, célébrée à la Place Jemaa El Fna","Un vibrant hommage a été rendu, jeudi soir à la Place Jemaa El Fna, à l’icône de Bollywood, Priyanka Chopra Jonas, dans le cadre de la 18ème édition du Festival International du Film de Marrakech (FIFM).",06 Déc 2019
"Mariage des enfants: le Maroc persiste, et sa législation le permet","En collaboration avec l’Ambassade de Belgique, les agences du système des Nations Unies au Maroc, UNFPA, UNICEF et ONU Femmes ont saisi l’occasion de la campagne internationale des 16 jours d’activisme contre les violences faites aux femmes et aux filles pour organiser ce lundi à Rabat une rencontre débat autour du mariage des enfants au Maroc. Une remise en lumière de ce phénomène dans l’objectif souhaité de renforcer l’engagement pour y mettre fin. ",09 Déc 2019
L’Egypte récupère un manuscrit « coranique » rare,"Le ministère égyptien de la culture a annoncé, dimanche, avoir récupéré un manuscrit « coranique » rare vieux 500 ans, qui se trouvait en Royaume-uni.",09 Déc 2019
Lever de rideau à Tunis des 21è JTC,"Le rideau a été levé sur la 21ème édition des Journées Théâtrales de Carthage (JTC), avec la participation de plusieurs pays, dont le Maroc.",09 Déc 2019
La MAP lance 12 chaînes régionales,"L’Agence Maghreb Arabe presse (MAP), lance 12 chaînes TV régionales,  dont les deux premières, Casablanca et Oujda, seront lancées en 2020. ",09 Déc 2019
Un haut responsable à la wilaya de Marrakech pris en flagrant délit de corruption,"Le chef du service économique et social à la wilaya de Marrakech a été appréhendé, c",12 Déc 2019
46è session de l’Académie du Royaume : Regards croisés sur la percée chinoise en Afrique, ,09 Déc 2019
"FIFM 2019: Vibrant hommage au monstre sacré d’Hollywood, Robert Redford","Un hommage, aussi vibrant qu’exceptionnel, a été rendu, vendredi soir dans à Marrakech, par le Festival International du Film de Marrakech (FIFM), dans sa 18è édition, au monstre sacré d’Hollywood, l’acteur américain, Robert Redford.",07 Déc 2019
Les efforts du Maroc pour défendre les questions de la femme salués par ONU-Femmes,"La volonté politique du Maroc et l’engagement de la société civile dans la défense des questions de la femme, ont été salués par la représentante de l’ONU-Femmes Maghreb, Leila Rhiwi.",12 Déc 2019
Surpâturage dans le grand Souss: Assid glisse un mot à Laftit,,12 Déc 2019
Abdelhamid Benkhattab: Les partis politiques sont dépassés par la révolution digitale,"Les réseaux sociaux sont devenus l’espace n°1 où tout citoyen peut s’exprimer librement sur ses opinions, critiquer et lever également le voile sur les problématiques que connait la société. Ceci étant, il y a quelques décennies, l’espace de libération de la parole et de la pensée était le cadre des partis politiques qui jouaient un rôle important dans l’orientation et l’éducation de la masse sociétale mais aussi dans la réalisation de ses attentes.",13 Déc 2019
Rachid El Houdaigui décrypte les présences de la Chine et du Maroc en Afrique,"Rachid El Houdaigui, Professeur à l’Université Abdelmalek Essaadia, était parmi les intervenants dans le cadre de la 46",11 Déc 2019
Académie du Royaume : L’attractivité de l’Inde en question,La 46,11 Déc 2019
"« Everyday Life » : Le nouveau clip de Coldplay, tourné en partie au Maroc","Le Maroc est à l’honneur dans le nouveau clip de Coldplay. Le célèbre groupe britannique a choisi, en partie, le Royaume pour la vidéo de sa chanson « Everyday Life », publiée sur YouTube, lundi 9 décembre. ",12 Déc 2019
Les autorités locales d’Al Hoceima portent secours à deux alpinistes perdus au mont Tidirhine,"Deux alpinistes coincés au mont Tidirhine dans la commune d’Issaken (province d’Al Hoceima), après avoir perdu leur chemin de retour, ont été secourus ce jeudi par les autorités locales de la province d’Al Hoceima",12 Déc 2019
Mohamed Kettani : L’expérience asiatique mérite qu’on s’y attarde,,12 Déc 2019
Tanger-Med : Saisie de plus de 85.000 comprimés psychotropes,"Les éléments de la police judiciaire opérant au port de Tanger-Med ont réussi à mettre en échec, mercredi, une tentative de trafic d’une quantité de 85.650 comprimés psychotropes, de type Rivotril.",27 Nov 2019
Exposition de la photographe franco-espagnole Flore à partir du 21 décembre à Marrakech,"Après l’Egypte dans sa série « Sabah el Nour », l’artiste photographe franco-espagnole Flore jettera l’ancre à Marrakech, pour exposer du 21 décembre au 10 janvier prochain, ses récentes oeuvres sous le thème « Le Maroc, un temps suspendu ».",11 Déc 2019
HCP: La pauvreté parmi les sources de la violence conjugale au Maroc,"La pauvreté, les conflits d’intérêt matériel et le manque de communication constituent les principales sources de la violence dans le contexte conjugal, selon le Haut-Commissariat au plan (HCP).",12 Déc 2019
Salé : Quatre arrestations dans une affaire de trafic de drogue et de psychotropes,"La brigade anti-gang relevant de la police judiciaire de Salé a procédé, mercredi après-midi, sur la base d’informations précises fournies par les services de la Direction générale de la surveillance du territoire (DGST), à l’arrestation de quatre individus, âgés entre 30 et 42 ans, pour leur implication présumée dans une affaire de possession et de trafic de drogue et de psychotropes.",27 Nov 2019
Casablanca : Arrestation de deux individus pour usage de faux et tentative de corruption,"La brigade de la police judiciaire du district de la sûreté de Aïn Chock de Casablanca, ont procédé, mardi, à l’arrestation de deux individus pour leur implication présumée dans une affaire de faux et usage de faux et de tentative de corruption d’éléments de la police.",28 Nov 2019
Tanger : Un policier fait usage de son arme pour appréhender un individu dangereux,"Un inspecteur de police relevant de la brigade de recherche et d’intervention à la préfecture de police de Tanger a été contraint, jeudi, de brandir son arme de service sans en faire usage, pour arrêter un individu, soupçonné de violence sur ascendants et de mettre sérieusement en danger la sécurité des éléments de la police à l’aide d’une arme blanche.",29 Nov 2019
Arrestation à Marrakech d’un individu pour trafic de drogue,"La brigade antidrogue relevant de la Préfecture de police de Marrakech a réussi à mettre la main, mercredi, sur un individu pour trafic de drogue.",29 Nov 2019
Port de plaisance à Saïdia : Mise en échec d’une tentative d’émigration clandestine,"Une tentative d’émigration clandestine à partir du Port de plaisance de Saïdia à bord d’une embarcation pneumatique a été mise en échec vendredi à 3h du matin, suite à une opération commune menée par les services de la Sûreté nationale de Saïdia et la brigade maritime de la Gendarmerie Royale, sur la base d’informations précises fournies par la Direction générale de la surveillance du territoire.",29 Nov 2019
Casablanca : Un touriste juif décède suite à un accident de la circulation,"Un citoyen marocain de confession juive est décédé vendredi à Casablanca des suites de ses blessures dans un accident de la circulation, apprend-on auprès des autorités locales de la préfecture d’arrondissements de Ain Sebaa-Hay Mohammadi.",30 Nov 2019
Salé : Arrestation d’une Camerounaise pour une affaire de vol avec violences,"Les éléments du service préfectoral de la police judiciaire de Salé ont arrêté, vendredi soir, une ressortissante camerounaise qui était dans une situation de séjour illégal au Maroc, pour son implication présumée dans une affaire de coups et blessures avec tentative de vol dont un attaché militaire à l’ambassade d’Allemagne au Maroc a été victime.",30 Nov 2019
Oujda : Arrestation de plusieurs individus impliqués dans une affaire d’immigration clandestine,"Le service provincial de la police judiciaire d’Oujda a arrêté vendredi, sur la base d’informations précises fournies par les services de la Direction générale de la surveillance du territoire (DGST), trois individus, dont deux aux antécédents judiciaires pour l’organisation de l’émigration illégale, pour leurs liens présumés avec un réseau criminel actif dans la migration clandestine et la traite des êtres humains.",30 Nov 2019
Fès : Arrestation de trois individus impliqués dans une affaire de meurtre,"Les éléments du service préfectoral de la police judiciaire de Fès ont arrêté, samedi dans les premières heures du matin, le suspect principal dans une affaire de coups et blessures ayant entraîné la mort et deux autres suspectés d’avoir participé à ces actes criminels dont a été victime un individu aux antécédents judiciaires.",01 Déc 2019
Tanger : Arrestation du principal accusé dans une affaire de coups et blessures ayant entraîné la mort,"Les éléments du service préfectoral de la police judiciaire de Tanger ont procédé, dimanche, sur la base d’informations précises fournies par les services de la Direction générale de la surveillance du territoire, à l’arrestation d’un individu âgé de 34 ans soupçonné d’être le principal accusé dans une affaire de meurtre suite à des coups et blessures, enregistrée le 20 novembre à Ouezzane.",02 Déc 2019
Saisie de plus de 54.000 euros non déclarés au port de Tanger-Med,"Les éléments de la brigade conjointe de la Direction générale de la sûreté nationale (DGSN) et de l’Administration des douanes et impôts indirects opérant au port Tanger Med ont saisi, dimanche, une somme de 54.160 euros non-déclarés.",02 Déc 2019
"Fonctionnaires titulaires de diplômes, contractuels… la CDT en colère contre l’annulation d’une réunion par le MEN","Ça chauffe entre les syndicats de l’enseignement et le ministère de l’Éducation nationale. Dans une récente réunion, qui a regroupé les deux parties le 5 décembre, 22 dossiers ont été abordés, dont celui des fonctionnaires titulaires de diplômes d’études supérieures et leurs dossiers revendicatifs ainsi, que celui des enseignants recrutés par contrats auprès des académies régionales (AREF).",14 Déc 2019
Oujda : Les enfants et adolescents autistes profiteront bientôt d’un centre d’accueil,"La capitale de l’Oriental se dotera d’un centre d’accueil des enfants et adolescents autistes, dans le cadre d’une initiative caritative visant à aider cette catégorie à s’émanciper et s’intégrer dans la société.",15 Déc 2019
Un policier parvient à éviter un suicide à Rabat,"Dans une vidéo qui est largement devenue virale ce week-end, un jeune homme a tenté de s’immoler par le feu. C’était sans compter sur l’intervention d’un policier qui a empêché le drame. ",17 Nov 2019
Aéroport Mohammed V : Arrestation d’un Sénégalais faisant l’objet d’un mandat d’arrêt international,"Les éléments de la sûreté nationale de l’aéroport international Mohammed V de Casablanca ont arrêté, dimanche soir, un ressortissant sénégalais âgé de 33 ans, qui fait l’objet d’un mandat d’arrêt international émis par les autorités judiciaires mauritaniennes pour exécuter une décision judiciaire.",18 Nov 2019
OFPPT : un programme de grève à partir de lundi et mardi prochains,"La Coordination nationale des fonctionnaires titulaires de diplômes non comptabilisés à L’Office de la formation professionnelle et de la promotion du travail (OFPPT) prévoit un programme de contestation chargé. Elle entend mettre en œuvre ses premières phases les lundi et mardi prochains, en déclarant une « grève nationale », accompagnée d’un sit-in devant le siège de l’administration générale de l’Office à Casablanca.",14 Déc 2019
