title,resume,date
Un fourgon kamikaze fonce et entre dans le préside occupé de Sebta,"Un fourgon kamikaze, avec 52 migrants subsahariens à son bord, a défoncé la grille du poste frontière de Tarajal avant de pénétrer dans le préside occupé, au petit matin de ce lundi 18 novembre.",18 Nov 2019
Meknès : Arrestation de deux individus dans le cadre d’une affaire de drogue,"Le service préfectoral de la police judiciaire de Meknès a procédé, mardi, sur la base d’informations précises fournies par les services de la Direction générale de la surveillance du territoire (DGST), à l’arrestation de deux individus, âgés de 42 et 36 ans, pour leurs liens présumés avec un réseau criminel s’activant dans le trafic de drogue et de psychotropes.",19 Nov 2019
Marrakech : Ouverture d’une enquête à l’encontre d’un couple de trafiquants de drogues,"Le service préfectorale de la police judiciaire de Marrakech a ouvert, lundi soir, une enquête judiciaire sous la supervision du parquet compétent, en vue de vérifier les actes criminels reprochés à un couple présumé impliqué dans une affaire de possession et de trafic de drogue et de psychotropes. ",20 Nov 2019
Oujda : Arrestation de 11 subsahariens pour une affaire de trafic de drogues,"Les éléments du service préfectoral de la police judiciaire d’Oujda ont arrêté vendredi, sur la base d’informations précises fournies par les services de la Direction générale de la surveillance du territoire (DGST), onze ressortissants subsahariens, dont un mineur, pour leur implication présumée dans l’organisation de la migration clandestine, la traite humaine et le trafic de drogues, de psychotropes et d’alcool de contrebande.",23 Nov 2019
Espagne : Arrestation de neuf personnes soupçonnées d’avoir truqué un match de football,"La police nationale espagnole a annoncé, mardi, l’arrestation de neuf personnes soupçonnées d’avoir truqué un match de football de deuxième division.",26 Nov 2019
Accidents de la circulation : 1.707 blessés en périmètre urbain du 18 au 24 novembre,"Un total de 11 personnes ont trouvé la mort et 1.707 autres ont été blessées, dont 61 grièvement, dans 1.287 accidents de la circulation survenus en périmètre urbain au cours de la semaine allant du 18 au 24 novembre, a indiqué mardi la Direction générale de la sûreté nationale (DGSN). ",27 Nov 2019
Colloque national à Gulemim sur la peine de mort,Un colloque national sur « ,15 Déc 2019
"Miss France est guadeloupéenne, et n’échappe pas aux réactions mitigées sur le Web","Samedi 14 décembre se déroulait le concours annuel de Miss France, diffusé sur la chaîne française ",15 Déc 2019
Rabat : Arrestation de deux individus impliqués dans une affaire de vol avec violences,"Les éléments de la police judiciaire de Rabat ont arrêté jeudi deux individus, âgés de 20 et 23 ans, dont un récidiviste, pour liens présumés avec une bande criminelle impliquée dans une affaire de vol avec violence d’un local commercial.",21 Nov 2019
Tanger : Arrestation d’un individu recherché au niveau national,"Les éléments du service préfectoral de la police judiciaire de Tanger ont arrêté jeudi matin, sur la base d’informations précises fournies par les services de la Direction générale de la surveillance du territoire (DGST), un individu qui fait l’objet de 25 mandats de recherche au niveau national, et ce, dans les cadre des efforts intensifs menés par les services de la sûreté pour interpeller les individus recherchés au niveau national pour des affaires criminelles.",21 Nov 2019
Comment être une bonne shoppeuse en période de soldes ?,"Au Maroc, les soldes vont bon train et qui dit solde, dit forcément bonnes affaires et véritable aubaine pour les fashionistas marocaines. Comment réussir à dégoter les meilleures pièces aux meilleurs prix ? Hespress FR vous prodigue quelques précieux conseils. ",15 Déc 2019
Casablanca : 865 grammes de cocaïne extraits de l’estomac d’un ressortissant gambien,"Un total de 865 grammes de cocaïne, contenu dans 69 capsules, a été extrait de l’estomac d’un ressortissant gambien, âgé de 55 ans, au Centre hospitalier universitaire (CHU) Ibn Rochd à Casablanca, a-t-on appris auprès de la Préfecture de police de Casablanca.",21 Nov 2019
Fès : Arrestation de trois individus et saisie de plus d’une tonne de chira,"Les éléments du service préfectoral de la police judiciaire de Fès ont arrêté, jeudi matin, sur la base de données précises fournies par la Direction générale de la surveillance du territoire (DGST), trois individus pour leurs liens présumés avec un réseau criminel actif dans le trafic de drogue et de psychotropes.",21 Nov 2019
Coup d’envoi à Dcheira El Jihadia du 8è festival national de l’art des rwayes,"Le coup d’envoi de la 8è édition du festival national de l’art des rwayes a été donné récemment, à Dcheira El Jihadia, (préfecture d’Inezgane Ait-Melloul), en vue de célébrer cet art amazigh ancestral.",15 Déc 2019
Marrakech : Arrestation d’un Italien pour atteinte aux systèmes de traitement automatique de données,"Le service préfectoral de la police judiciaire de Marrakech a arrêté jeudi un ressortissant italien pour son implication présumée dans une affaire relative à l’atteinte aux systèmes de traitement automatique de données, ainsi qu’au transfert et au piratage des appels téléphoniques internationaux.",16 Nov 2019
Agadir : Un brigadier de police fait usage de son arme face à un individu dangereux,"Un brigadier de police relevant de l’unité mobile des motards de la préfecture de police d’Agadir a été contraint de faire usage de son arme de service, lundi, pour appréhender un individu qui mettait sérieusement en danger la sûreté des citoyens et des éléments de la police à l’aide d’une arme blanche.",11 Nov 2019
Casablanca : Un policier fait usage de son arme pour appréhender un malfrat,"Un agent de police travaillant au district de sûreté Fida Mers Sultane à Casablanca, a été contraint de brandir son arme de service sans en faire usage, lundi matin, lors d’une intervention sécuritaire pour appréhender un individu en état d’ivresse avancé, qui mettait sérieusement en danger la sûreté des citoyens et des éléments de la police à l’aide d’une arme blanche.",11 Nov 2019
Rabat : Arrestation d’un brigadier-chef de police soupçonné de corruption,"La brigade régionale de la police judiciaire de Rabat a ouvert, mardi, une enquête judiciaire sous la supervision du Parquet compétent, afin de vérifier les actes criminels reprochés à un agent de police de grade de brigadier-chef soupçonné d’implication dans une affaire de corruption, indique la Direction générale de la sûreté nationale (DGSN).",13 Nov 2019
Guelmim : Arrestation de trois personnes impliqués dans plusieurs activités illégales,"Les services de la police judiciaire de la ville de Guelmim ont arrêté, mercredi, sur la base de données précises fournies par la Direction générale de la surveillance du territoire national, trois personnes pour leur implication présumée dans des affaires de trafic international de drogue, organisation de l’immigration clandestine et émission de chèques sans provisions.",14 Nov 2019
Le 6è « KidsFest Tunisie » rend hommage aux costumes traditionnels marocains,La 6ème édition du ,15 Avr 2019
31 films sélectionnés pour le 18è festival national du film éducatif,La 18ème édition du festival national du film éducatif aura lieu du 25 au 29 avril à Fès sous le thème « ,16 Avr 2019
Mawazine 2019 : Quatre grandes figures du rap à l’OLM Souissi,"Le Hip Hop s’invite à la 18e édition de Mawazine et Rythmes du Monde, qui aura lieu du 20 au 29 juin à Rabat. Maroc Cultures a annoncé les grands noms de la scène urbaine qui se produiront à l’OLM Souissi, les 23 et 24 juin. Bigflo & Oli, Orelsan, Dadju ou encore Future, tous ont répondu à l’invitation. ",16 Avr 2019
L’Association Rabat-Salé Mémoire organise les Journées du patrimoine,"L’Association Rabat-Salé Mémoire a présenté, lundi à Rabat, le programme de la 5ème édition de ses ",17 Avr 2019
Lacement d’un guide sur la lutte contre le trafic illicite des biens culturels,Un guide relatif aux mécanismes de lutte contre le trafic des biens culturels vient d’être publié par le ministère de la Culture et de la Communication dans l’objectif de renforcer les capacités des formateurs en la matière pour une meilleure protection du patrimoine culturel.,16 Avr 2019
La raison de la présence de Maluma à Marrakech dévoilée,"Maluma a alimenté son compte Instagram de stories depuis son arrivée au Maroc. Installé à Marrakech pour un séjour qui semblaient comme des vacances sous le soleil, le chanteur colombien était en réalité dans la ville ocre pour enregistrer un duo avec le rappeur congolais, Maître Gims.",16 Avr 2019
Essaouira accueille la 19è édition du Festival des Alizés,"La 19è édition du Festival des Alizés, un rendez-vous exceptionnel dédié à la musique de chambre et à l’art lyrique, aura lieu du 25 au 28 avril, à l’initiative de l’Association Essaouira-Mogador.",17 Avr 2019
Trois Marocains distingués au Prix Charjah pour la création arabe," Trois marocains lauréats de la 22ème édition du prix Charjah pour la création arabe, ont reçus leurs distinctions, mercredi au Caire.",17 Avr 2019
Casablanca accueille les premières assises africaines du patrimoine culturel immatériel,Les premières Assises autour du patrimoine culturel immatériel en Afrique se tiendront les 18 et 19 avril à Casablanca sous le thème ,18 Avr 2019
"Se disant plagié par Gad Elmaleh, un humoriste québécois le tacle sévèrement",", tel a été le mot utilisé par l’humoriste québécois Martin Petit pour décrire les explications de Gad Elmaleh concernant les accusations de plagiat dont il fait l’objet depuis plusieurs mois, notamment de la part du Youtubeur CopyComics. ",16 Avr 2019
Maître Gims s’allie au groupe marocain Lamalif,"Le leader marocain de l’urbanisme et la star du rap Maître Gims s’associent pour un tout nouveau projet. Les deux parties ont signé, mardi 16 avril, à Marrakech, un protocole d’accord pour la création du groupe Lamalif Afrique.",17 Avr 2019
Tanger : Saisie d’environ 17 MDH de marchandises de contrebande,"Les éléments relevant de la Direction régionale de l’Administration des douanes et impôts indirects de Tanger-Tétouan-Al Hoceima, ont saisi, récemment, des marchandises de contrebande d’une valeur d’environ 17 millions de dirhams (MDH), a-t-on appris de source douanière.",30 Oct 2019
Tanger : Un Égyptien arrêté pour falsification de la monnaie nationale (DGSN),"Les éléments du service préfectoral de la police judiciaire de Tanger ont arrêté, jeudi, un ressortissant égyptien pour son implication présumée dans une affaire de falsification de la monnaie nationale et sa mise en circulation sur le marché.",01 Nov 2019
Tan-Tan : Destruction d’une grande quantité de drogue et de produits de contrebande,"Les services compétents ont procédé, récemment à Tan-Tan, à la destruction par incinération d’une grande quantité de drogues, d’alcool et de produits de contrebande, saisie au cours de plusieurs opérations effectuées au niveau de la région de Guelmim-Oud Noun durant la période allant du 9 juillet au 17 octobre.",02 Nov 2019
Laâyoune : Arrestation de dix individus pour leur implication présumée dans un incendie prémédité,"Les éléments du service préfectoral de la police judiciaire de Laâyoune ont arrêté samedi matin, sur la base d’informations précises fournies par les services de la Direction générale de la surveillance du territoire, dix individus, dont une fille, pour leur implication présumée dans un incendie prémédité dans le cadre de règlement de compte entre les membres d’un réseau criminel actif dans le trafic de drogues et de stupéfiants.",02 Nov 2019
Marrakech : Un individu interpellé en flagrant délit de possession et trafic de drogue,"Les éléments du 14ème arrondissement de police de Marrakech ont arrêté, récemment, un individu aux multiples antécédents judiciaires pour différents crimes et délits, en flagrant délit de possession et de trafic de drogue.",04 Nov 2019
Rabat : Arrestation d’un individu soupçonné de fuite d’un lieu réservé à la garde à vue,"Les éléments du service préfectoral de la police judiciaire de Rabat ont arrêté lundi un individu aux antécédents judiciaires, soupçonné de fuite d’un lieu réservé à la garde à vue, de préméditation d’un accident de la route et de conduite dangereuse d’un véhicule mettant en danger la vie des usagers de la route.",31 Oct 2019
Tanger : Un policier fait usage de son arme pour appréhender 3 malfrats,"Un brigadier de police relevant de l’unité mobile des motards de la préfecture de police de Tanger a été contraint de brandir son arme de service sans en faire usage, lundi soir, pour appréhender trois individus âgés entre 27 et 31 ans, dont une fille, qui mettaient sérieusement en danger la sûreté des citoyens et des éléments de la police à l’aide d’un chien de race dangereuse.",06 Nov 2019
Casablanca : Deux arrestations dans une affaire de trafic de drogue,"Les éléments du service préfectoral de la police judiciaire de Casablanca ont procédé, mardi après-midi, sur la base d’informations précises fournies par les services de la Direction générale de la surveillance du territoire (DGST), à l’interpellation de deux individus, dont un aux antécédents judiciaires, pour leur implication présumée dans une affaire de possession et de trafic de drogue et de psychotropes.",06 Nov 2019
Accidents de la circulation : 17 morts et 1.956 blessés en périmètre urbain la semaine dernière,"Dix-sept personnes ont trouvé la mort et 1.956 autres ont été blessées, dont 93 grièvement, dans 1.451 accidents de la circulation survenus en périmètre urbain au cours de la semaine allant du 28 octobre au 03 novembre, indique mardi la Direction générale de la sûreté nationale (DGSN).",05 Nov 2019
Oujda : Saisie de 1680 chardonnerets à bord d’un véhicule de tourisme,"1680 chardonnerets ont été saisis, par les éléments de la Douane, à bord d’un véhicule de tourisme, dans le cadre d’une opération de contrôle routier, dans la soirée du 13 novembre, dans la région d’Oujda.",14 Nov 2019
Marrakech : Arrestation d’un individu pour trafic de drogue et de son principal fournisseur,"La Brigade antidrogue relevant du Service préfectoral de la police judiciaire de Marrakech a procédé, récemment au niveau du quartier Al Fadl, à l’arrestation d’un individu en flagrant délit de possession et de trafic de drogues dures et à la saisie d’une quantité de cocaïne sous forme de petits rouleaux destinés à la vente.",05 Nov 2019
Rabat : Arrestation d’un malade mental ayant agressé un muezzin,"Les éléments de la police judiciaire de Rabat ont procédé, vendredi soir, à l’arrestation d’un individu âgé de 34 ans, présentant des signes de troubles mentaux pour coups et blessures graves à l’aide d’une barre de fer contre un Muezzin, apprend-on auprès de la préfecture de police de Rabat.",19 Oct 2019
Sidi Allal El-Bahraoui : Arrestation d’un couple en possession de plus de 3.200 comprimés psychotropes,"Le service préfectoral de la police judiciaire de Kénitra a procédé, vendredi, sur la base d’informations précises fournies par la Direction générale de la surveillance du territoire (DGST), à l’arrestation d’un homme et de sa femme pour leur implication présumée dans une affaire de possession et trafic de comprimés psychotropes.",09 Nov 2019
Marrakech : Enquête judiciaire à l’encontre d’un Français pour exercice de la médecine sans autorisation,"Le service préfectoral de la police judiciaire de Marrakech a ouvert samedi matin, sous la supervision du parquet compétent, une enquête judiciaire au sujet d’actes criminels attribués à un citoyen français âgé de 73 ans soupçonné d’avoir réalisé des opérations de chirurgie esthétique dans un lieu clandestin et exercice de la médecine sans autorisation au Maroc.",19 Oct 2019
Tramway : Un homme âgé meurt percuté par une rame à Casablanca,"Un piéton âgé a trouvé, lundi, la mort dans un accident de tramway à Casablanca, a indiqué RATP Dev Casablanca, en charge de l’exploitation du réseau de transport en commun en site propre dans la métropole.",21 Oct 2019
Espagne : Plus de deux tonnes de marijuana saisies dans le centre du pays,"La police nationale espagnole a annoncé, mardi, le démantèlement d’une organisation criminelle qui s’adonnait à la culture et à la distribution de marijuana dans le parc naturel de Serranía de Cuenca (centre de l’Espagne).",22 Oct 2019
Aéroport Marrakech Menara : Arrestation d’un Brésilien en flagrant délit de trafic de cocaïne,"Les éléments de police à l’aéroport Marrakech Menara ont arrêté, dimanche, un citoyen brésilien, âgé de 22 ans, en flagrant délit de trafic de cocaïne.",21 Oct 2019
Bab Sebta : Saisie de 130 kg de chira,"Les éléments de la brigade de contrôle conjointe de la Douane et de la Sûreté nationale opérant au point de passage de Bab Sebta ont saisi, jeudi soir, 130 kg de chira.",08 Nov 2019
Royaume-Uni : Le camion découvert près de Londres avec 39 corps à bord provenait de Belgique,"Le camion qui transportait 39 corps retrouvés dans la nuit de mardi à mercredi dans le comté de Sussex, près de Londres, est arrivé au Royaume-Uni par le port de Purfleet sur la Tamise en provenance de Zeebruges en Belgique, a indiqué la police d’Essex.",23 Oct 2019
M’diq : Arrestation d’un individu lié à un réseau de vol de câbles de fibre optique,"La brigade de la police judiciaire relevant du district de M’diq-Fnideq a arrêté, jeudi, un individu de 29 ans pour ses liens présumés avec un réseau criminel s’activant dans le vol des câbles de fibre optique assurant la liaison nationale à l’Internet.",25 Oct 2019
"Port Tanger-Med : Saisie de plus de 8 tonnes de chira sur un camion de transport international, le chauffeur arrêté","Les opérations de fouille effectuées, lundi après-midi, par les services de la sûreté nationale en coordination avec les éléments de la Douane au port Tanger-Med, ont permis de mettre en échec une tentative de trafic de 8,830 tonnes de chira sur un camion de transport international portant des plaques d’immatriculation étrangères.",29 Oct 2019
Tanger : Saisie record de 8 tonnes de chira,"Les éléments du service provincial de la police judiciaire de la ville de Tanger ont arrêté, vendredi après-midi à la base d’informations précises fournies par les services de la Direction générale de la Surveillance du territoire (DGST), cinq personnes pour liens présumés avec un réseau de trafic international de drogue et de psychotropes.",25 Oct 2019
L’acteur Majboub Raji n’est plus,L’acteur marocain Majboub Raji est décédé dans la soirée du mercredi 17 avril à Rabat à l’âge de 79 ans; des suites d’une longue maladie. ,18 Avr 2019
"Port Tanger-Med : Saisie de près de 4,5 tonnes de chira","Les services de la Sûreté nationale et des Douanes opérant au port de Tanger-Med ont réussi, mardi, à mettre en échec conjointement une tentative de trafic de 4,4 tonnes de chira à bord d’un camion de transport international à destination de l’Europe.",29 Oct 2019
Laâyoune : Des policiers font usage de leurs armes face à des malfrats,"Les éléments de la brigade régionale d’intervention relevant de la préfecture de sûreté de Laâyoune ont été contraints, à l’aube mardi, d’utiliser leurs armes de service au cours de deux opérations de sûreté visant l’arrestation de six individus pour leur implication présumée dans une tentative d’incendie volontaire dans le cadre d’un règlement de comptes entre réseaux de drogue, et pour mise en danger de la sécurité des citoyens et des biens, ainsi que de la vie des agents de police.",29 Oct 2019
Aéroport Mohammed V : Un Letton arrêté pour tentative de trafic de cocaïne,"Les éléments de la sûreté nationale de l’aéroport international Mohammed V de Casablanca ont réussi à mettre en échec une tentative de trafic de 255 grammes de cocaïne, dissimulés dans l’estomac d’un ressortissant letton âgé de 42 ans.",16 Nov 2019
Tanger : Arrestation d’un individu soupçonné d’être derrière des vols à différents endroits de la ville,"Le service préfectoral de la police judiciaire de Tanger a arrêté, vendredi, sur la base d’informations précises fournies par les services de la Direction générale de la surveillance du territoire, un individu aux antécédents judiciaires pour son implication présumée dans une affaire de vol qualifié à l’intérieur d’une agence commerciale et d’une institution bancaire.",15 Nov 2019
Casablanca : Arrestation de cinq individus pour possession et trafic de comprimés psychotropes,"Le service préfectoral de la police judiciaire de Casablanca a arrêté, jeudi, en coordination avec les services de la Direction générale de la surveillance du territoire (DGST), cinq individus dont deux filles pour leur implication présumée dans une affaire de possession et de trafic de comprimés psychotropes.",15 Nov 2019
Meknès : Arrestation d’un individu pour vol armé dans une agence de transfert d’argent,"Les éléments du service préfectoral de la police judiciaire de la ville de Meknès ont interpellé, mardi après-midi, un individu présumé impliqué dans une affaire de vol sous la menace de l’arme blanche dans une agence de transfert d’argent.",23 Oct 2019
Meknès : Arrestation d’un individu impliqué dans une affaire de vol avec effraction,"Le service préfectoral de la police judiciaire de Meknès a arrêté, vendredi soir, une personne âgée de 18 ans pour son implication présumée dans une affaire de vol par effraction au sein d’une agence de transfert d’argent, a indiqué samedi la Direction générale de la sûreté nationale (DGSN).",16 Nov 2019
"Parla : Arrestation d’un Espagnol, d’origine marocaine, pour son appartenance présumée à Daesh","La police nationale espagnole a annoncé, samedi, l’arrestation dans la commune de Parla (centre de l’Espagne) d’un ressortissant espagnol, d’origine marocaine, pour son appartenance présumée à l’organisation terroriste Daesh.",05 Oct 2019
Aéroport Mohammed V : Mise en échec d’une tentative d’exportation illégale de 26 faucons vivants,"Des éléments de la Douane ont réussi, en fin de semaine dernière à l’aéroport Mohammed V de Casablanca, à déjouer une tentative d’exportation illégale de 26 faucons vivants, indique mardi l’Administration des douanes et impôts indirects (ADII).",08 Oct 2019
Oujda : Arrestation de deux individus dans une affaire de trafic de drogues,"Deux individus ont été, dans la soirée du 5 octobre à Oujda, pour leur implication présumée dans une affaire de trafic de drogues. Cette opération intervient suite à des informations fournies par la Direction Générale de la Surveillance du Territoire (DGST).",06 Oct 2019
Casablanca : Arrestation d’un couple soupçonné d’escroquerie,"Les éléments de la police judiciaire du district de Sidi Bernoussi à Casablanca ont arrêté, lundi soir, un couple pour son implication présumé dans plusieurs crimes d’escroquerie, sous prétexte d’offrir des contrats de travail à l’étranger.",08 Oct 2019
Casablanca : Arrestation d’un individu faisant l’objet de 21 avis de recherche au niveau national,"Les éléments du service préfectoral de la police judiciaire de Casablanca ont arrêté, jeudi matin, un individu aux multiples antécédents judiciaires faisant l’objet de 21 avis de recherche au niveau national pour des affaires de trafic de drogue et de psychotropes.",11 Oct 2019
Laâyoune : Deux arrestations pour coups et blessures à l’encontre d’un policier,"Les services de la préfecture de sûreté de Laâyoune ont arrêté, jeudi matin, deux individus, aux antécédents judiciaires, âgés de 21 et 27 ans pour leur implication présumée dans une affaire d’ivresse publique et de coups et blessures à l’aide de l’arme blanche à l’encontre d’un policier.",11 Oct 2019
Guergarate : Mise en échec d’une tentative de trafic de près de six tonnes de chira,"Une opération sécuritaire coordonnée entre les éléments de la Sûreté nationale et de la douane, menée lundi matin dans le poste de Guergarate (sud de Dakhla), a permis la mise en échec d’une tentative de trafic de 5 tonnes et 996 kilogrammes de chira, qui étaient à bord d’un camion de transport international en direction d’un pays africain.",14 Oct 2019
Tanger : Arrestation de plusieurs individus impliqués dans un réseau d’immigration clandestine,"Les éléments de la police judiciaire du district de la sûreté de Béni Makada à Tanger ont arrêté lundi quatre individus âgés entre 34 et 38 ans et ce, pour leurs liens présumés avec un réseau criminel actif dans l’organisation de l’émigration clandestine.",15 Oct 2019
Fqih Ben Saleh : Un individu arrêté pour conduite en état d’ébriété et tentative d’enlèvement,"Les éléments de la police judiciaire relevant du district provincial de la police de Fqih Ben Saleh ont arrêté, mardi, un individu aux multiples antécédents judiciaires, pour son implication présumée dans une affaire de conduite en état d’ébriété et de tentative d’enlèvement sous la menace.",15 Oct 2019
"Aéroport Mohammed V : 1,110 kg de chira extrait des intestins de deux ressortissants algériens","Une quantité de 1,110 kilogramme de chira a été extraite des intestins de deux ressortissants algériens, au Centre hospitalier universitaire (CHU) Ibn Rochd, a indiqué mercredi la Direction générale de la sûreté nationale (DGSN).",17 Oct 2019
"Ils faisaient de Facebook un trafic juteux, sept Marocains recherchés à Oran",Sept Marocains seraient actuellement en fuite et quatre Algériens ont été arrêtés cette semaine à Oran dans le cadre d’une enquête pour organisation de voyages pour immigrants clandestins selon des journaux électroniques algériens.,18 Oct 2019
Tanger : Arrestation de plusieurs individus affiliés à un réseau de voleurs,"Les éléments du service préfectoral de la ville de Tanger ont arrêté, vendredi, trois individus, tous des repris de justice, soupçonnés de lien avec un réseau criminel s’activant dans le vol sous la menace de la violence.",19 Oct 2019
Tétouan : Ouverture d’une enquête à l’encontre d’un brigadier de police pour son implication présumée dans une affaire de vol,"Le service préfectoral de la police judiciaire de la préfecture de police de Tétouan a ouvert une enquête sous la supervision du parquet compétent, samedi soir, et ce pour vérifier l’ensemble des actes criminels attribués à un fonctionnaire de police pour son implication présumée dans une affaire de vol.",17 Nov 2019
Un atelier de fabrication de sacs plastiques démantelé à Mohammedia,Il s’agit du deuxième coup de filet en deux jours de la Brigade nationale des douanes (BND) après la saisie de plus d’une tonne de sacs plastiques à Ain Atiq. ,22 Sep 2019
Hooliganisme : 10 supporters de Salé arrêté suite à la mort d’un ultra de l’AS FAR,"La brigade antigang relevant du service provincial de la police judiciaire de Salé a arrêté, samedi matin, dix personnes, dont six mineurs, pour leur implication présumée dans l’échange de violence lié au vandalisme sportif et les jets de pierre mortels.",16 Nov 2019
Larache : Ouverture d’une enquête après le décès d’une femme enceinte à l’hôpital provincial,"Le ministère de la Santé a annoncé, samedi, avoir ouvert une enquête pour déterminer les circonstances du décès d’une femme enceinte à l’hôpital provincial de Larache où elle a été admise pour accouchement.",22 Sep 2019
DGSN : Arrestation de plusieurs personnes soupçonnées d’appartenir à un dangereux réseau criminel,"La police judiciaire de Meknès a procédé samedi, en coordination avec son homologue de Fès, à l’arrestation de onze personnes, dont huit femmes, pour leur lien présumé avec un réseau criminel s’activant dans la séquestration, l’extorsion sexuelle et le vol avec violence, indique un communiqué de la Direction générale de la sûreté nationale (DGSN).",22 Sep 2019
"Mise en échec à Bab Sebta d’une tentative de trafic de 17,5 kg de chira","Les éléments de la brigade de contrôle conjointe de la Douane et de la Sûreté nationale opérant au point de passage de Bab Sebta ont mis en échec, samedi, une tentative de trafic de 17,5 kilogrammes de chira sous forme de plaquettes, a-t-on appris de source douanière.",23 Sep 2019
Boujdour : Arrestation de deux individus pour différents motifs illicites,"Les éléments du district provincial de sûreté de Boujdour ont arrêté, dans la nuit de samedi, deux individus aux antécédents judiciaires pour leur implication présumée dans une affaire de préparation et commercialisation de boissons alcoolisées (eau de vie), ivresse publique, menace à la sécurité des citoyens et violence contre les forces de l’ordre.",23 Sep 2019
"Aéroport Mohammed V : 2,120 kg de cocaïne extrait des intestins d’un couple brésilien","Une quantité de 2,120 kg (2.120 grammes) de cocaïne a été extraite, au CHU Ibn Rochd, des intestins du couple brésilien arrêté le 19 septembre à l’aéroport international Mohammed V de Casablanca, a-t-on appris auprès du district de sûreté de l’aéroport.",25 Sep 2019
Laâyoune : Arrestation d’un individu pour trafic de drogues et de psychotropes,"Le service préfectoral de la police judiciaire de Laâyoune a arrêté, mardi soir, un individu âgé de 27 ans, pour son implication présumée dans une affaire de possession et trafic de drogues et de psychotropes, indique un communiqué de la Direction générale de la sûreté nationale (DGSN).",25 Sep 2019
"Dakhla : Collision entre un cargo étranger et un chalutier de pêche, plusieurs disparus","Un navire étranger de transport de marchandises « Montelaura » a heurté, dans la nuit de jeudi à vendredi, un chalutier de pêche côtière « Al Akhawayn », à environ 60 km à l’ouest du port de la ville de Dakhla, apprend-on auprès des autorités locales de la wilaya de la région Dakhla-Oued Eddahab. ",27 Sep 2019
Des cellules de prise en charge des femmes et des filles victimes de violences en harmonie avec la loi 103-13,"La Direction générale de la sûreté nationale (DGSN) s’est dotée de cellules de prise en charge des femmes et des filles victimes de violences, une mesure qui intervient dans le cadre de l’accompagnement de la mise en oeuvre des dispositions de la loi 103-13 du 22 février 2018 relative à la lutte contre les violences faites aux femmes.",27 Sep 2019
Chtouka Ait Baha : Un jeune trouve la mort noyé,"La ville de Sidi Bibi, située dans la province de Chtouka-Aït Baha dans la région de Souss-Massa-Drâa, a été le théâtre d’un drame, dans la journée du 28 septembre. En effet, un jeune a trouvé la mort, au niveau de la plage de Tifnit.",28 Sep 2019
Port de Tanger-Med : Mise en échec de tentatives de trafic de téléphones portables et d’appareils électroniques,"Les éléments de la Douane opérant au port de Tanger-Med ont mis en échec, durant les dernières 48 heures, trois tentatives visant à introduire des téléphones portables et des appareils électroniques au sein du territoire national sans déclaration préalable auprès de l’Administration des douanes et impôts indirects, a-t-on appris de source douanière.",01 Oct 2019
Marrakech : Un brigadier de police fait usage de son arme de service face à un individu dangereux,"Un brigadier de police relevant de l’unité mobile des secours de la préfecture de police de Marrakech a été contraint de dégainer son arme de service sans en faire usage, mardi, pour appréhender un individu qui se trouvait dans un état d’ébriété avancé et qui exposait des citoyens et des éléments de police à une menace sérieuse à l’aide d’une arme blanche.",03 Oct 2019
Revenant de Syrie: une italo-marocaine condamnée en France à 8 ans d’emprisonnement,"Une italo-marocaine de 37 ans a été condamnée à huit ans de prison ce mercredi pour son voyage en Syrie, où elle est restée neuf mois avec ses trois enfants en 2017. La presse française rapporte que la peine de huit ans d’emprisonnement dont les deux tiers en réclusion ferme est supérieure à la demande du procureur qui en a réclamé six à l’encontre de l’italo-marocaine Rajae Moujahid, jugée pour « formation d’un groupe terroriste » et « extorsion d’enfants ».",09 Août 2019
Vanuatu : Karim Medrek présente ses lettres de créance en tant qu’ambassadeur extraordinaire et plénipotentiaire,"L’Ambassadeur du roi Mohammed VI en Australie, en Nouvelle Zélande et aux Etats du Pacifique, avec résidence à Canberra, Karim Medrek a présenté, mardi, au Président de la République de Vanuatu, Tallis Obed Moses, les lettres de créance l’accréditant en tant qu’ambassadeur extraordinaire et plénipotentiaire de SM le Roi auprès de ce pays insulaire du Pacifique.",14 Août 2019
Espagne : Plus de 263.000 Marocains affiliés à la sécurité sociale à fin juillet,"Un total de 263.705 Marocains étaient affiliés à la sécurité sociale en Espagne à fin juillet dernier, indique mardi le ministère espagnol du Travail, des migrations et de la sécurité sociale.",20 Août 2019
Des Marocains d’Abidjan font don de sang,"C’est désormais une tradition. Une quatrième opération de don de sang au profit du Centre national de transfusion sanguine à Abidjan a été organisée, le weekend dernier, à l’initiative de l’Association marocaine « Assemblée du Conseil des Marocains Résidents en Côte d’Ivoire » (ACMRCI).",21 Août 2019
iCAN 2019 : Majid El Bouazzaoui remporte le sacre ultime des inventions au Canada,"L’inventeur marocain Majid El Bouazzaoui a remporté le Grand Prix du concours international des inventions « iCAN-2019 », dont la finale a eu lieu ce week-end à Toronto, au Canada.",26 Août 2019
"Québec: Le Cessna d’une élève pilote marocaine disparu des radars, les recherches se poursuivent","L’avion Cessna 172 d’une élève pilote marocaine a disparu dans la nuit de mercredi à jeudi alors qu’il se dirigeait vers Sherbrooke, au Québec (Est canadien), a fait savoir samedi l’ambassade du Royaume à Ottawa.",07 Sep 2019
