title,resume,date,url
Réforme de l’administration et de la fonction publique: un Conseil de gouvernement se tiendra jeudi,"Au début de ses travaux, le Conseil suivra un exposé du ministre délégué chargé de la réforme de l’administration et de la Fonction publique, sur le plan exécutif de la mise en œuvre de la réforme du système de la fonction publique, indique un communiqué du Département du chef du gouvernement.",2 septembre 2019,https://www.h24info.ma/maroc/reforme-de-ladministration-et-de-la-fonction-publique-un-conseil-de-gouvernement-se-tiendra-jeudi/
L’acteur marocain Mohamed Khaddi n’est plus,"L’acteur, dramaturge et metteur en scène marocain Mohamed Khaddi est décédé, lundi à Rabat, à l’âge de 72 ans, des suites d’une longue maladie, a-t-on appris auprès du Syndicat marocain des professionnels des arts dramatiques.",2 septembre 2019,https://www.h24info.ma/maroc/lacteur-marocain-mohamed-khaddi-nest-plus/
Massacre des tourterelles: un responsable de la région Marrakech-Safi démis de ses fonctions,"Le massacre qui s’est produit à Marrakech, il y’a quelques semaines, de 1.500 oiseaux chassés par des touristes khalijis fait tomber des têtes. Les services régionaux des eaux et des forêts ont congédié le directeur régional de la région Marrakech-Safi ainsi que le président de l’unité de supervision de la faune au Grand Atlas.",2 septembre 2019,https://www.h24info.ma/maroc/massacre-des-tourterelles-un-responsable-de-la-region-marrakech-safi-demis-de-ses-fonctions/
La DGI lance un nouveau télé-service pour payer les frais d’immatriculation,"Un nouveau télé-service voit le jour permettant aux concessionnaires de véhicules de payer les frais d’immatriculation par procédé électronique, a annoncé lundi la Direction générale des Impôts (DGI).",2 septembre 2019,https://www.h24info.ma/maroc/la-dgi-lance-un-nouveau-tele-service-pour-payer-les-frais-dimmatriculation/
Des pays du Golfe s’apprêtent à lancer de nouvelles chaînes TV au Maroc,"Le groupe saoudien MBC s’apprête à décliner sa chaîne au Maroc via une télévision généraliste nommée MBC Morocco. De même, Abu Dhabi prépare le lancement de Sky News Maroc. ",2 septembre 2019,https://www.h24info.ma/maroc/des-pays-du-golfe-sappretent-a-lancer-de-nouvelles-chaines-tv-au-maroc/
Casablanca: une affaire de pornographie éclate à Tamaris,"Une américaine et son époux de nationalité marocaine, installés à Tamaris, sont dans de mauvais draps.",3 septembre 2019,https://www.h24info.ma/maroc/casablanca-une-affaire-de-pornographie-eclate-a-tamaris/
Météo: les prévisions du jour,"Voici les prévisions météorologiques pour la journée du mardi 03 septembre 2019, établies par la Direction de la météorologie nationale:",3 septembre 2019,https://www.h24info.ma/maroc/meteo-les-previsions-du-jour-7/
"Vidéo. Violente crue à Imlil, pas de victimes","Les averses orageuses qui frappent le sud du Maroc depuis une semaine continuent à  provoquer des crues violentes comme ce fut le cas ce week-end à Imlil. Dans cette localité située dans la région de Marrakech, les averses ont causé un torrent de boue qui s’est formé en quelques minutes, emportant presque tout sur son passage.",2 septembre 2019,https://www.h24info.ma/maroc/video-violente-crue-a-imlil-pas-de-victimes/
Météo: le temps qu’il fera ce lundi,"Voici les prévisions météorologiques pour la journée du lundi 02 septembre 2019, établies par la Direction de la météorologie nationale:",2 septembre 2019,https://www.h24info.ma/maroc/meteo-le-temps-quil-fera-ce-lundi-3/
"Retour des MRE au pays: une hausse de 3,34% par rapport à l’été dernier","Au 29 août, 2,739 millions de MRE ont été enregistrés au Maroc, soit une hausse de 3,34% par rapport à la même période l’année dernière. ",2 septembre 2019,https://www.h24info.ma/maroc/retour-des-mre-au-pays-une-hausse-de-334-par-rapport-a-lete-dernier/
Chefchaouen: 65 hectares de la forêt de Achacha-Tassift ravagés par le feu,"Quelque 65 hectares ont été ravagés par un incendie qui s’est déclaré jeudi dernier dans la forêt de Achacha-Tassift, relevant de la province de Chefchaouen, a indiqué le directeur régional des Eaux et Forêts et de la Lutte contre la Désertification (HCEFLCD) de Tanger-Tétouan-Al Hoceima, Abdelaziz Hajjaji.",1 septembre 2019,https://www.h24info.ma/maroc/chefchaouen-65-hectares-de-la-foret-de-achacha-tassift-ravages-par-le-feu/
Météo: le temps qu’il fera ce dimanche,"Voici les prévisions météorologiques pour la journée du dimanche 01 septembre 2019, établies par la Direction de la météorologie nationale:",1 septembre 2019,https://www.h24info.ma/maroc/meteo-le-temps-quil-fera-ce-dimanche-8/
F1/GP de Belgique. La grille de départ,"Grille de départ définitive du Grand Prix de Belgique de Formule 1, prévu dimanche sur le circuit de Spa-Francorchamps (7,004 km), après applications des différentes pénalités.",1 septembre 2019,https://www.h24info.ma/maroc/f1-gp-de-belgique-la-grille-de-depart/
Averses orageuses localement fortes le dimanche dans plusieurs provinces du Royaume,"Des averses orageuses localement fortes sont attendues dimanche de 13H00 à 22H00 dans plusieurs provinces du Royaume, a annoncé la Direction de la météorologie nationale (DMN).",1 septembre 2019,https://www.h24info.ma/maroc/averses-orageuses-localement-fortes-le-dimanche-dans-plusieurs-provinces-du-royaume/
CNSS: entrée en vigueur de l’augmentation des allocations familiales,Le conseil de gouvernement tenu le 29 août dernier a adopté le décret rendant effective l’augmentation de 200 à 300 dirhams des allocations familiales pour les employés du secteur privé.,1 septembre 2019,https://www.h24info.ma/maroc/cnss-entree-en-vigueur-de-laugmentation-des-allocations-familiales/
Salé: ouverture d’une enquête sur l’affaire d’un policier qui a tué son épouse en utilisant son arme,"Le service provincial de la police judiciaire de Salé a ouvert, dimanche matin, une enquête judiciaire sous la supervision du parquet compétent, pour élucider les tenants et aboutissants de l’affaire d’un brigadier qui a tué son épouse en utilisant son arme de service.",1 septembre 2019,https://www.h24info.ma/maroc/sale-ouverture-dune-enquete-sur-laffaire-dun-policier-qui-a-tue-son-epouse-en-utilisant-son-arme/
Averses orageuses localement fortes le lundi dans plusieurs provinces du Royaume,"Des averses orageuses localement fortes sont attendues lundi de 13H00 à 23H00 dans plusieurs provinces du Royaume, a annoncé la Direction de la météorologie nationale (DMN).",2 septembre 2019,https://www.h24info.ma/maroc/averses-orageuses-localement-fortes-le-lundi-dans-plusieurs-provinces-du-royaume/
Ecoles: les livres du primaire disponibles… un mois après la rentrée,"Alors que la rentrée scolaire se déroulera le 5 septembre prochain, les livres du primaire ne seront pas disponibles avant la fin de ce même mois. En cause: les retards de signatures des bons à tirer et les modifications totales qu’ont connues quelques manuels. Détails.",30 août 2019,https://www.h24info.ma/maroc/rentree-scolaire-les-livres-du-primaire-ne-seront-pas-prets-pour-la-rentree/
Vidéo. Fès: des «patientes» à l’origine d’une violente bagarre entre deux «raqis»,"Une vidéo fait le tour de la Toile depuis ce matin. On y voit deux «raqis» en venir aux mains dans un quartier populaire de Fès. La cause? Un des deux exorcistes accuse son «confrère» de lui avoir «volé» ses «patientes». Face à la violence de l’affrontement, les habitants du quartier Ben Debbab sont intervenus pour essayer de séparer les deux hommes. Vous avez dit charlatans? ",31 août 2019,https://www.h24info.ma/maroc/des-patientes-a-lorigine-dune-violente-bagarre-entre-deux-raqis/
Asilah: mise en échec d’une tentative de trafic de 700 kg de résine de cannabis,"Les éléments de la brigade locale de la police judiciaire relevant du commissariat de police de la ville d’Asilah ont déjoué, aux premières heures du vendredi, une tentative de trafic de 700 kilogrammes de résine de cannabis à partir de la plage d’Asilah, indique la Direction générale de la sûreté nationale (DGSN) dans un communiqué.",30 août 2019,https://www.h24info.ma/maroc/asilah-mise-en-echec-dune-tentative-de-trafic-de-700-kg-de-resine-de-cannabis/
"La Marine royale sauve 247 candidats à la migration irrégulière, à majorité des Subsahariens","Les gardes côtes de la Marine royale ont porté assistance, dans la nuit du 30 au 31 août, à 247 candidats à la migration irrégulière en méditerranée, a-t-on appris de source militaire.",31 août 2019,https://www.h24info.ma/maroc/la-marine-royale-sauve-247-candidats-a-la-migration-irreguliere-a-majorite-des-subsahariens/
Maroc/Espagne: 155 migrants parviennent à traverser la frontière à Ceuta,"Un groupe de 155 migrants africains est parvenu à pénétrer vendredi dans le préside occupé de Ceuta, en franchissant la clôture hérissée de barbelés, a annoncé à l’AFP un porte-parole de la préfecture locale.",30 août 2019,https://www.h24info.ma/maroc/maroc-espagne-155-migrants-parviennent-a-traverser-la-frontiere-a-ceuta/
Année scolaire 2019-2020: les cours démarreront jeudi prochain,"Les cours démarreront effectivement le 5 septembre prochain pour les trois cycles de l’enseignement (primaire, secondaire collégial et secondaire qualifiant) et les classes préparatoires du diplôme de technicien supérieur, a indiqué le ministère de l’Éducation nationale, de la formation professionnelle, de l’enseignement supérieur et de la recherche scientifique. ",31 août 2019,https://www.h24info.ma/maroc/annee-scolaire-2019-2020-les-cours-demarreront-jeudi-prochain/
Météo: les prévisions du samedi,"Voici les prévisions météorologiques pour la journée du samedi 31 août 2019, établies par la Direction de la météorologie nationale:",31 août 2019,https://www.h24info.ma/maroc/meteo-les-previsions-du-samedi-2/
Une infirmière arrêtée pour avoir consommé alcool et chicha au CHU de Khouribga,"Une infirmière stagiaire et son amie, accompagnées de deux jeunes hommes, ont été arrêtés par la police, après avoir été pris en flagrant délit dans une salle de l’hôpital de Khouribga entrain de fumer une chicha et boire de l’alcool. ",30 août 2019,https://www.h24info.ma/maroc/une-infirmiere-arretee-pour-avoir-consomme-alcool-et-chicha-au-chu-de-khouribga/
Diapo-Vidéo. Crue à Taroudant: mobilisation générale pour porter secours aux victimes,Suite aux ,29 août 2019,https://www.h24info.ma/maroc/video-crue-a-taroudant-mobilisation-generale-pour-venir-en-aide-aux-victimes/
Souk Larbaa: arrestation d’un individu accusé de fratricide,"Les éléments de la brigade locale de la police judiciaire relevant du commissariat de sûreté de Souk Larbaa du Gharb ont arrêté, jeudi matin, un individu, âgé de 69 ans, accusé d’avoir tué son frère à l’aide d’une arme à feu. ",29 août 2019,https://www.h24info.ma/maroc/souk-larbaa-arrestation-dun-individu-accuse-de-fratricide/
Crue à Taroudant: El Othmani annonce l’ouverture d’une enquête,Les autorités compétentes ont commencé une enquête pour savoir ce qui s’est passé exactement au ,29 août 2019,https://www.h24info.ma/maroc/crue-a-taroudant-othmani-annonce-louverture-dune-enquete/
La Marine royale sauve 156 migrants en Méditerranée,"La Marine royale a porté assistance, durant la nuit du mercredi au jeudi en Méditerranée, à 156 candidats à la migration irrégulière, à majorité des Subsahariens, dont 15 femmes et 03 enfants, en difficulté à bord d’embarcations de fortune, a-t-on appris de source militaire.",29 août 2019,https://www.h24info.ma/maroc/la-marine-royale-sauve-156-migrants-en-mediterranee/
Météo: nuages et brouillards sont de retour,"Voici les prévisions météorologiques pour la journée du vendredi 30 août 2019, établies par la Direction de la météorologie nationale:",30 août 2019,https://www.h24info.ma/maroc/meteo-nuages-et-brouillards-sont-de-retour/
Louarak reçoit le Commandant américain de l’AFRICOM,"Le Général de Corps d’Armée, Inspecteur Général des FAR, Abdelfattah Louarak a reçu, jeudi, au niveau de l’Etat-Major Général des FAR à Rabat, le Général d’armée Stephen J. Townsend, Commandant l’AFRICOM, Commandement américain pour l’Afrique, qui effectue une visite au Royaume les 28 et 29 août, à la tête d’une délégation militaire.",29 août 2019,https://www.h24info.ma/maroc/louarak-recoit-le-commandant-americain-de-lafricom/
Sebta: mise en échec d’une tentative de passage en force d’environ 400 subsahariens,"Une tentative d’accès d’environ 400 immigrants clandestins originaires des pays de l’Afrique subsaharienne du préside occupé de Sebta via le centre de Belyounech a été mise en échec vendredi matin, ont indiqué les autorités locales de la préfecture M’diq Fnideq.",30 août 2019,https://www.h24info.ma/maroc/sebta-mise-en-echec-dune-tentative-de-passage-en-force-denviron-400-subsahariens/
"Fin de la grève des étudiants en médecine, pharmacie et médecine dentaire","Le gouvernement a salué, mercredi, la signature du procès-verbal d’un accord entre les doyens des facultés de médecine, de pharmacie et de médecine dentaire et des représentants des étudiants de ces facultés, lequel document approuve les revendications « pertinentes », mettant ainsi fin au mouvement de grèves qu’a connu le milieu universitaire sanitaire.",29 août 2019,https://www.h24info.ma/maroc/fin-de-la-greve-des-etudiants-en-medecine-pharmacie-et-medecine-dentaire/
Alerte météo: de fortes averses orageuses prévues ce vendredi dans plusieurs provinces,"Des averses orageuses localement fortes, de niveau orange, sont attendues ce vendredi de 13h00 à 24h00 dans plusieurs provinces du Royaume, annonce la Direction de la météorologie nationale (DMN).",30 août 2019,https://www.h24info.ma/maroc/alerte-meteo-de-fortes-averses-orageuses-prevues-ce-vendredi-dans-plusieurs-provinces/
Mehdia: arrestation d’un MRE pour organisation d’immigration illégale et escroquerie,"Les éléments de la sûreté nationale du district de Mehdia à Kénitra ont arrêté, jeudi, un Marocain résidant en Italie, âgé de 45 ans, pour son implication présumée dans une affaire d’organisation de l’immigration illégale et d’escroquerie, indique la Direction générale de la sûreté nationale (DGSN).",30 août 2019,https://www.h24info.ma/maroc/mehdia-arrestation-dun-mre-pour-organisation-dimmigration-illegale-et-escroquerie/
Vidéo. Des orages diluviens dans le sud du Maroc: plusieurs morts et disparus,Des orages survenus mercredi dans plusieurs bourgades du Souss ont causé des crues qui ont emporté plusieurs personnes.,28 août 2019,https://www.h24info.ma/maroc/video-des-orages-diluviens-dans-le-sud-du-maroc-plusieurs-morts-et-disparus/
Météo: baisse des températures ce jeudi,"Voici les prévisions météorologiques pour la journée du jeudi 29 août 2019, établies par la Direction de la météorologie nationale:",29 août 2019,https://www.h24info.ma/maroc/meteo-baisse-des-temperatures-ce-jeudi/
Averses orageuses localement fortes mercredi et jeudi dans plusieurs provinces du Royaume,"Des averses orageuses localement fortes, de niveau orange, sont attendues mercredi de 14h00 à 23h00 et jeudi de 11h à 23h dans plusieurs provinces du Royaume, annonce la Direction de la météorologie nationale (DMN).",28 août 2019,https://www.h24info.ma/maroc/averses-orageuses-localement-fortes-mercredi-et-jeudi-dans-plusieurs-provinces-du-royaume-2/
Vidéo. Province de Taroudant: sept morts suite à des inondations,"Sept personnes ont trouvé la mort dans des inondations causées par les fortes pluies qu’a connues la province de Taroudant mercredi soir, a-t-on appris auprès des autorités locales.",28 août 2019,https://www.h24info.ma/maroc/video-province-de-taroudant-sept-morts-suite-a-des-inondations/
Province de Tata: 200 victimes des inondations hébergées dans des écoles,"Suite aux fortes pluies qu’a connues la province de Tata, les autorités locales à la Caïdat de Tagmout à l’arrondissement de Tata ont procédé à l’ouverture des centres socio-pédagogiques pour héberger 200 habitants dont les maisons ont été affectées par l’inondation dans la vallée d’Amghar au Douar Agadir Al Jadid et au centre Tagmout, a-t-on appris auprès des autorités locales.",29 août 2019,https://www.h24info.ma/maroc/province-de-tata-200-victimes-des-inondations-hebergees-dans-des-ecoles/
Béni-Mellal: arrestation d’un individu soupçonné de viol d’une mineure,"Les éléments du service préfectoral de la police judiciaire de Béni-Mellal ont arrêté, tôt mercredi, un suspect aux multiples antécédents judiciaires pour son implication présumée dans une affaire de détournement et viol d’une mineure.",28 août 2019,https://www.h24info.ma/maroc/beni-mellal-arrestation-dun-individu-soupconne-de-viol-dune-mineure/
Meurtre d’Imlil: Report au 11 septembre de l’examen de l’affaire en appel,Le procès en appel des 24 accusés dans le meurtre des deux touristes scandinaves dans la région d’Imlil dans la province d’El Haouz s’est ouvert mercredi devant la Chambre criminelle chargée des affaires du terrorisme près l’annexe de la Cour d’appel à Salé (2ème degré) avant d’être reporté au 11 septembre prochain.,28 août 2019,https://www.h24info.ma/maroc/meurtre-dimlil-report-au-11-septembre-de-lexamen-de-laffaire-en-appel/
"Hélène Le Gal, la nouvelle ambassadrice de France au Maroc","Après quatre ans en tant que Consul général de France à Casablanca, Arnaud de Sury a fait ses adieux aux Français du Maroc et annoncé qu’il sera remplacé par Serge Mucetti, ancien ambassadeur à Djibouti et en Centrafrique, qui prendra ses fonctions au début du mois de septembre.",28 août 2019,https://www.h24info.ma/maroc/helene-le-gal-la-nouvelle-ambassadrice-de-france-au-maroc/
Alerte météo: fortes averses orageuses attendues ce jeudi,"Des averses orageuses localement fortes, de niveau orange, sont attendues jeudi de 12h00 à 23h00 dans plusieurs provinces du Royaume, annonce la Direction de la météorologie nationale (DMN).",29 août 2019,https://www.h24info.ma/maroc/alerte-meteo-fortes-averses-orageuses-attendues-ce-jeudi/
L’ambassadeur du Maroc au Pakistan dément avoir importé une cargaison de 26 tonnes,L’Ambassade du Royaume du Maroc à Islamabad a démenti catégoriquement les informations relayées par des médias électroniques nationaux et publiées par un site pakistanais relatives à l’importation par l’Ambassade d’une cargaison de 26 tonnes.,29 août 2019,https://www.h24info.ma/maroc/lambassadeur-du-maroc-au-pakistan-dement-avoir-importe-une-cargaison-de-26-tonnes/
Saisie de 460 kg de résine de cannabis au port de Tanger-Med," Les éléments de sûreté opérant au port de Tanger-Med ont déjoué, mardi en coordination avec leurs homologues des douanes, une tentative de trafic de cannabis à bord d’une voiture 4×4 immatriculée à l’étranger, alors qu’elle s’apprêtait à quitter le port à bord d’un bateau à destination de l’Espagne, indique la Direction générale de la sûreté nationale (DGSN).",27 août 2019,https://www.h24info.ma/maroc/saisie-de-460-kg-de-resine-de-cannabis-au-port-de-tanger-med/
"Amina Rachid: une icône du théâtre, de la télévision et du cinéma s’en est allée","Une icône marocaine vient de s’en aller. Amina Rachid, la figure emblématique du théâtre, de la télévision et du cinéma s’est éteinte, lundi soir à l’âge de 83 ans, des suites d’une longue maladie.",27 août 2019,https://www.h24info.ma/maroc/amina-rachid-une-icone-du-theatre-de-la-television-et-du-cinema-sen-va/
Mohammed VI présente ses condoléances à la famille d’Amina Rachid,"Le roi Mohammed VI a adressé un message de condoléances et de compassion à la famille de la grande artiste Jamila Benomar, connue sous le nom de Amina Rachid et décédée lundi soir à l’âge de 83 ans.",27 août 2019,https://www.h24info.ma/maroc/mohammed-vi-presente-ses-condoleances-a-la-famille-damina-rachid/
Rentrée scolaire: Amzazi sonne l’heure de la mobilisation,"Le ministre de l’Éducation nationale, de la formation professionnelle, de l’enseignement supérieur et de la recherche scientifique, Saïd Amzazi, a appelé lundi à Rabat à une mobilisation collective pour faire de la rentrée scolaire, universitaire et de la formation professionnelle 2019-2020 l’occasion de prendre des mesures concrètes et efficaces en application des Hautes directives royales et d’accélérer la mise en œuvre des dispositions de la loi-cadre relative au système d’éducation, de formation et de recherche scientifique.",27 août 2019,https://www.h24info.ma/maroc/rentree-scolaire-amzazi-sonne-lheure-de-la-mobilisation/
«Adam» de Maryam Touzani primé au Festival du film francophone d’Angoulême,"Le long métrage «Adam» de la réalisatrice marocaine Maryam Touzani, a été primé lors du Festival du film francophone d’Angoulême (FFA) qui s’est tenu du 20 au 25 août.",27 août 2019,https://www.h24info.ma/maroc/adam-de-maryam-touzani-prime-au-festival-du-film-francophone-dangouleme/
Météo: temps stable avec ciel peu nuageux à clair ce mercredi,"Voici les prévisions météorologiques pour la journée du mercredi 28 août 2019, établies par la Direction de la météorologie nationale:",28 août 2019,https://www.h24info.ma/maroc/meteo-temps-stable-avec-ciel-peu-nuageux-a-clair-ce-mercredi/
"Ce que l’on sait de l’ONG Pixel Helper, qui voulait construire un mémorial dédié à la Shoah au Maroc","« Prendre aux riches et donner aux pauvres ». C’est le credo de l’ONG Pixel Helper qui avait lancé un projet de construction d’un mémorial à Marrakech pour préserver la mémoire des victimes de l’Holocauste, sur fond de symboles franc-maçons et de défense des victimes LGBT de la Seconde guerre mondiale.",27 août 2019,https://www.h24info.ma/maroc/ce-que-lon-sait-de-long-pixel-helper-qui-voulait-construire-un-memorial-dedie-a-la-shoah-au-maroc/
Massacre des tourterelles près de Marrakech: l’enquête a rendu ses conclusions,"Suite au massacre, il y a quelques semaines, de près de 1500 tourterelles par des touristes en provenance du Golfe, le Haut commissariat des Eaux et forêts avait décidé d’ouvrir une enquête. Celle-ci vient de rendre ses conclusions.",27 août 2019,https://www.h24info.ma/maroc/massacre-tourterelles-pres-de-marrakech-lenquete-a-rendu-ses-conclusions/
Casablanca: obsèques émouvantes pour la comédienne Amina Rachid,"Les obsèques de l’actrice Amina Rachid, figure emblématique du théâtre et et du cinéma au Maroc, se sont tenues, mardi, à Casablanca, dans un climat de recueillement et de grande émotion.",28 août 2019,https://www.h24info.ma/maroc/casablanca-obseques-emouvantes-pour-la-comedienne-amina-rachid/
Salé: procès en appel après l’assassinat de deux touristes scandinaves,"Le procès en appel de 24 hommes poursuivis après la décapitation de deux jeunes touristes scandinaves au nom du groupe Etat islamique (EI), s’ouvre mercredi à Salé, six semaines après la condamnation à mort des trois accusés ayant avoué avoir participé au crime.",28 août 2019,https://www.h24info.ma/maroc/sale-proces-en-appel-apres-lassassinat-de-deux-touristes-scandinaves/
Météo: les prévisions du mardi,"Voici les prévisions météorologiques pour la journée du mardi 27 août 2019, établies par la Direction de la météorologie nationale:",27 août 2019,https://www.h24info.ma/maroc/leger-recule-des-temperatures-ce-mardi/
Vidéo. iCAN 2019: le Marocain Majid El Bouazzaoui décroche le GP des inventions au Canada,"Majid El Bouazzaoui, inventeur marocain et président de l’association OFEED, a remporté le Grand Prix du concours international des inventions « iCAN-2019 », qui a eu lieu au Canada.",26 août 2019,https://www.h24info.ma/maroc/video-ican-2019-le-marocain-majid-el-bouazzaoui-decroche-le-gp-des-inventions-au-canada/
"Non, le Maroc n’abritera pas de mémorial de l’Holocauste",Plusieurs ,26 août 2019,https://www.h24info.ma/maroc/non-le-maroc-nabritera-pas-de-memorial-de-lholocauste/
Météo: petite baisse des températures ce lundi,"Voici les prévisions météorologiques pour la journée du lundi 26 août 2019, établies par la Direction de la météorologie nationale:",26 août 2019,https://www.h24info.ma/maroc/meteo-petite-baisse-des-temperatures-ce-lundi/
Vidéo. Évacuation des passagers par les toboggans d’un avion de la RAM à Paris Orly,"En raison de la fumée qui s’échappait de l’aile d’un Boeing 737 de la RAM sur le tarmac de l’aéroport d’Orly en France, le pilote s’est trouvé dans l’obligation de déclencher la procédure d’urgence d’évacuation par les toboggans après l’atterrissage de l’aéronef.",26 août 2019,https://www.h24info.ma/maroc/video-evacuation-des-passagers-par-les-toboggans-dun-avion-de-la-ram-a-paris-orly/
Vidéo. Ceuta: course-poursuite spectaculaire d’un passeur de migrants en jet-ski,Selon le portail ,26 août 2019,https://www.h24info.ma/maroc/video-ceuta-course-poursuite-spectaculaire-dun-passeur-de-migrants-en-jet-ski/
Vidéo. Marrakech: les autorités procèdent à la destruction du mémorial dédié à la Shoah,"Après les rumeurs relatives à la construction d’un mémorial de l’Holocauste dans localité d’Aït Faska, à proximité de Marrakech, le ministère de l’Intérieur a procédé à la destruction des premières constructions sur le site précité.  ",26 août 2019,https://www.h24info.ma/maroc/video-marrakech-les-autorites-procedent-a-la-destruction-du-memorial-dedie-a-la-shoah/
La villa de Hakim Benchamach cambriolée,"La villa du président de la Chambre des conseillers, Hakim Benchamach, a été cambriolée alors qu’il était en vacances. Les détails.",26 août 2019,https://www.h24info.ma/maroc/la-villa-de-hakim-benchamach-cambriolee/
L’actrice Amina Rachid est décédée,"L’actrice marocaine Amina Rachid est décédée, lundi soir, à l’âge de 83 ans, des suites d’une longue maladie, selon le président du Syndicat marocain des professionnels des arts dramatiques , Messaoud Bouhcine.",27 août 2019,https://www.h24info.ma/maroc/lactrice-amina-rachid-est-decedee/
Evacuation d’urgence d’un avion de la RAM: la compagnie s’explique,Suite à ,27 août 2019,https://www.h24info.ma/maroc/evacuation-durgence-dun-avion-de-la-ram-la-compagnie-sexplique/
Bab Sebta: saisie de 92 kg de chira,"Les éléments de la brigade de contrôle conjointe de la douane et de la sûreté nationale opérant au point de passage de Bab Sebta ont mis en échec, très tôt dimanche matin, une tentative de trafic de 92 kilogrammes de chira, a-t-on appris de source douanière.",25 août 2019,https://www.h24info.ma/maroc/bab-sebta-saisie-de-92-kg-de-chira/
Tiflet: un homme soupçonné d’avoir tué sa mère arrêté,"Les services du commissariat de police à Tiflet ont arrêté, dimanche matin, un individu âgé de 40 ans, ayant reçu précédemment un traitement psychologique, soupçonné d’être impliqué dans une affaire de coups et blessures à l’arme blanche ayant entraîné la mort de sa mère.",25 août 2019,https://www.h24info.ma/maroc/tiflet-un-homme-soupconne-davoir-tue-sa-mere-arrete/
Le secrétaire général du ministère de la Santé entendu dans une affaire de suicide,"Hicham Nejmi, secrétaire général du ministère de la Santé et membre du RNI a été entendu hier vendredi 23 août par la police d’Agadir dans l’ affaire d’une tentative de suicide d’une jeune femme.",24 août 2019,https://www.h24info.ma/maroc/le-secretaire-general-du-ministere-de-la-sante-entendu-dans-une-affaire-de-suicide/
Météo: les fortes chaleurs se poursuivent ce dimanche,"Voici les prévisions météorologiques pour la journée du dimanche 25 août 2019, établies par la Direction de la météorologie nationale:",25 août 2019,https://www.h24info.ma/maroc/meteo-les-fortes-chaleurs-se-poursuivent-ce-dimanche/
Météo: voici le temps qu’il fera ce samedi,"Voici les prévisions météorologiques pour la journée du samedi 24 août 2019, établies par la Direction de la météorologie nationale:",24 août 2019,https://www.h24info.ma/maroc/meteo-voici-le-temps-quil-fera-ce-samedi-9/
Santé: retour du Levothyrox sur le marché,"L’approvisionnement du marché en Levothyrox, médicament utilisé pour traiter les troubles de la thyroïde, est « stable », en particulier après l’arrivée « de quantités importantes et suffisantes » de ce médicament au cours des derniers jours, a assuré, vendredi à Béni Mellal, le ministre de la Santé, Anas Doukkali.",24 août 2019,https://www.h24info.ma/maroc/sante-retour-du-levothyrox-sur-le-marche/
Vidéo. Al Hoceima: une femme portant un enfant dans le dos tente d’intercepter le convoi royal,La vidéo d’une femme qui a essayé d’intercepter le convoi royal qui traversait la ville d’ Al Hoceima a été largement diffusée sur les réseaux sociaux.,23 août 2019,https://www.h24info.ma/maroc/video-al-hoceima-une-femme-portant-un-enfant-dans-le-dos-tente-dintercepter-le-convoi-royal/
Détenus du Hirak: la mise au point de la DGAPR,"La Délégation générale à l’administration pénitentiaire et à la réinsertion (DGAPR) a exprimé son étonnement face au recours par les familles de certains détenus dans le cadre des événements d’Al-Hoceima et d’autres parties à des méthodes malveillantes et aux réactions négatives quant aux procédures judiciaires adoptées par cette Délégation, dans le cadre de ses prérogatives, dénonçant la tentative de certaines parties de véhiculer des allégations dans le but de dissimuler la violation des règles et d’attirer l’attention de l’opinion publique.",23 août 2019,https://www.h24info.ma/maroc/detenus-du-hirak-la-mise-au-point-de-la-dgapr/
Al Hoceima: distribution de bus de transport scolaire au profit de cinq communes rurales,"Des bus de transport scolaire ont été remis, mercredi à Al Hoceima, au profit de cinq communes rurales.",24 août 2019,https://www.h24info.ma/maroc/al-hoceima-distribution-de-bus-de-transport-scolaire-au-profit-de-cinq-communes-rurales/
Météo: l’épisode caniculaire se poursuit,"Voici les prévisions météorologiques pour la journée du jeudi 22 août 2019, établies par la Direction de la météorologie nationale :",22 août 2019,https://www.h24info.ma/maroc/meteo-lepisode-caniculaire-se-poursuit/
Italie: l’épouse du terroriste Abderrahim Moutaharrik expulsée vers le Maroc,"Salma Bencharki, épouse d’Abderrahim Moutaharrik emprisonné pour terrorisme depuis 2016, a été expulsée d’Italie et renvoyée au Maroc mercredi 21 août dernier, sous ordre du Président de la république italienne, Sergio Mattarella. ",22 août 2019,https://www.h24info.ma/maroc/italie-lepouse-du-terroriste-abderrahim-moutaharrik-expulsee-vers-le-maroc/
Les détails de l’arrestation de Benchemsi en Algérie,"Khaled Drareni, journaliste algérien ayant été interpellé aux côtés d’Ahmed Benchemsi vendredi 9 août dernier en Algérie, a dévoilé les détails de l’arrestation de l’ancien directeur du magazine Telquel.",22 août 2019,https://www.h24info.ma/maroc/les-details-de-larrestation-de-benchemsi-en-algerie/
Alger nomme un nouvel ambassadeur à Rabat,"Selon un communiqué officiel partagé par les médias algériens, Abdelaziz Benali Cherif a été nommé au poste d’ambassadeur d’Algérie au Maroc. Il remplace ainsi Ahmed Benyamina, en poste à Rabat depuis près de 10 ans.",22 août 2019,https://www.h24info.ma/maroc/alger-nomme-un-nouvel-ambassadeur-a-rabat/
