title,resume,date,url
"Qui est Fatema El Hassani, la nouvelle présidente de la région Tanger-Tétouan-Al Hoceima?",La journaliste et ancienne vice-présidente du SNPM Fatema El Hassani vient de succéder à Ilyas El Omari à la présidence du Conseil de la région Tanger-Tétouan-Al Hoceima. L’ancien secrétaire général du PAM a démissionné de ce poste fin septembre.,28 octobre 2019,https://www.h24info.ma/maroc/qui-est-fatema-el-hassani-la-nouvelle-presidente-de-la-region-tanger-tetouan-al-hoceima/
Guergarate: Mise en échec d’une tentative de trafic de près d’une tonne de chira,"Une opération de contrôle menée par les services de la Sûreté nationale et des douanes, lundi au niveau du poste-frontière de Guergarate (sud de Dakhla), a permis la mise en échec d’une tentative de trafic de 936 kilogrammes de chira, à bord d’un camion de transport international.",28 octobre 2019,https://www.h24info.ma/maroc/guergarate-mise-en-echec-dune-tentative-de-trafic-de-pres-dune-tonne-de-chira/
Vaste opération anti-drogue à Tanger,"La coordination étroite entre la Direction générale de la surveillance du territoire (DGST) et la Direction générale de la sûreté nationale (DGSN) a permis de bien cibler, dans le cadre de leur approche proactive, plusieurs réseaux criminels s’activant dans le trafic de drogues aux niveaux local et international.",27 octobre 2019,https://www.h24info.ma/maroc/vaste-operation-anti-drogue-a-tanger/
"« Mais quelle heure est-il? », les Marocains piégés par leurs smartphones","Une partie du globe, notamment, en Europe a reculé d’une heure ce dimanche 27 octobre en passant à l’heure d’hiver. Si au Maroc, aucun changement d’heure n’a eu lien, plusieurs internautes se sont plaint de bug au niveau de l’horloge de leurs téléphones portables.",27 octobre 2019,https://www.h24info.ma/maroc/mais-quelle-heure-les-marocains-pris-au-piege-de-leurs-smartphones/
L’ONSSA réfute les rumeurs concernant l’impact de la mouche de l’olivier sur la sécurité des produits,La direction régionale de L’Office national de sécurité sanitaire des produits alimentaires (ONSSA) de Tanger-Tétouan-Al Hoceima a réfuté les rumeurs relayées sur les réseaux sociaux selon lesquelles la mouche de l’olivier aurait eu un impact sur la sécurité des produits des olives au sein de la région.,26 octobre 2019,https://www.h24info.ma/maroc/lonssa-refute-les-rumeurs-concernant-limpact-de-la-mouche-de-lolivier-sur-la-securite-des-produits/
Vidéo. Voici l’identité de la femme qui a brûlé le drapeau marocain à Paris,"Lors d’un rassemblement en soutien aux détenus du Hirak du Rif, une femme a brûlé un drapeau marocain, samedi à Paris, suscitant l’indignation dans le royaume. ",28 octobre 2019,https://www.h24info.ma/maroc/video-voici-identite-de-la-femme-qui-a-brule-le-drapeau-marocain-a-paris/
Port de Tanger-Med: mise en échec d’un vaste trafic de smartphones,"Les éléments de la Douane opérant au port de Tanger-Med ont mis en échec, vendredi, une tentative de deux conducteurs de camions de transport international d’introduire sur le territoire national 1.928 smartphones neufs de plusieurs marques, sans déclaration préalable auprès de l’Administration des douanes et impôts indirects, a-t-on appris de source douanière.",26 octobre 2019,https://www.h24info.ma/maroc/port-de-tanger-med-mise-en-echec-dun-vaste-trafic-de-smartphones/
Coups de feu à Laâyoune entre policiers et trafiquants de drogue,"Des éléments de la préfecture de police de Laâyoune ont été contraints de faire usage de leurs armes de fonction et de tirer des balles de sommation, dimanche, lors d’une intervention sécuritaire pour arrêter cinq individus, âgés de 22 à 26 ans, dont un multirécidiviste.",27 octobre 2019,https://www.h24info.ma/maroc/coups-de-feu-a-laayoune-entre-policiers-et-trafiquants-de-drogue/
Météo: températures minimales et maximales de ce dimanche 27 octobre,Voici les températures minimales et maximales prévues par la Direction de la météorologie nationale (DMN) pour la journée de dimanche 27 octobre 2019:,26 octobre 2019,https://www.h24info.ma/maroc/meteo-temperatures-minimales-et-maximales-de-ce-dimanche-27-octobre/
Météo: le temps qu’il fera ce lundi,"Voici les prévisions météorologiques pour la journée du lundi 28 octobre 2019, établies par la Direction de la météorologie nationale :",28 octobre 2019,https://www.h24info.ma/maroc/meteo-le-temps-quil-fera-ce-lundi-5/
Météo: voici le temps qu’il fera ce dimanche 27 octobre,"Voici les prévisions météorologiques pour la journée du dimanche 27 octobre 2019, établies par la Direction de la météorologie nationale :",27 octobre 2019,https://www.h24info.ma/maroc/meteo-voici-le-temps-quil-fera-ce-dimanche-27-octobre/
Diapo. L’impressionnant arsenal de guerre de la cellule terroriste de Tamaris,"Apres le démantèlement d’une cellule terroriste vendredi dernier dans plusieurs villes du royaume, le Bureau central d’investigations judiciaires a tenu un point de presse ce lundi à Salé.",28 octobre 2019,https://www.h24info.ma/maroc/diapo-limpressionnant-arsenal-de-guerre-de-la-cellule-terroriste-de-tamaris/
Vidéo. L’étonnante question posée par El Othmani à Poutine,"Représentant le Maroc au Forum Russie-Afrique, tenu les 23 et 24 octobre à Sotchi, le Chef de gouvernement Saad Eddine El Othmani a posé une question pour le moins inattendue au président russe Vladimir Poutine: «Connaissez-vous le Royaume du Maroc?»!",26 octobre 2019,https://www.h24info.ma/maroc/letonnante-question-posee-par-el-othmani-a-poutine/
"« Hamzamonbb », une affaire rocambolesque aux multiples rebondissements","La saga de «Hamzamonbb» ne cesse pas d’animer les réseaux sociaux, après l’arrestation de plusieurs personnes impliquées dans cette affaire. Les investigations menées, sous la supervision du parquet général , devraient s’achever mardi prochain. Quels sont les tenants et les aboutissants de cette affaire? La chanteuse Dounia Batma, serait-elle impliquée? Les détails.",26 octobre 2019,https://www.h24info.ma/maroc/hamzamonbb-une-affaire-rocambolesque-aux-multiples-rebondissements/
Arrestation d’un ressortissant français qui faisait l’objet d’un mandat d’arrêt international,"La police a procédé à l’arrestation d’un ressortissant français, le 22 octobre courant à la frontière est du Royaume, qui s’est avéré, après les opérations de pointage et les procédures de coordination internationale, faire l’objet d’un mandat d’arrêt international émis par les autorités judiciaires françaises pour son implication présumée dans une affaire d’homicide volontaire avec préméditation commis en France le 28 mai 2019.",26 octobre 2019,https://www.h24info.ma/maroc/arrestation-dun-ressortissant-francais-qui-faisait-lobjet-dun-mandat-darret-international/
Des combattants marocains en Syrie font appel aux autorités pour leur rapatriement,"Les combattants marocains en Syrie demandent l’intervention des autorités pour les sauver des prisons kurdes près de la frontière Turco-Syrienne, c’est ce que révèlent des lettres parvenues au quotidien Akhbar Al Yaoum.oui",26 octobre 2019,https://www.h24info.ma/maroc/des-combattants-marocains-en-syrie-font-appel-aux-autorites-pour-leur-rapatriement/
Cellule terroriste de Tamaris-Ouezzane-Chefchaouen: le septième élément arrêté à Douar Mkanssa à Casablanca,"Le septième élément membre de la cellule terroriste liée à l’Organisation dite « Etat islamique » démantelée, vendredi, dans la localité de Tamaris (banlieue de Casablanca), Ouezzane et Chefchaouen, a été arrêté, le jour même, à Douar Mkanssa à Ain Chock (Casablanca), par le Bureau central d’investigations judiciaires (BCIJ) relevant de la Direction générale de la surveillance du territoire (DGST).",26 octobre 2019,https://www.h24info.ma/maroc/cellule-terroriste-de-tamaris-ouezzane-chefchaouen-le-septieme-element-arrete-a-douar-mkanssa-a-casablanca/
Peine alourdie à 15 ans de prison pour Bouachrine,La chambre criminelle de la Cour d’appel de Casablanca a alourdi la peine du patron de presse Taoufik Bouachrine en le condamnant à 15 ans de prison pour des violences sexuelles qu’il a toujours niées en dénonçant un « procès politique ».,26 octobre 2019,https://www.h24info.ma/maroc/peine-alourdie-a-15-ans-de-prison-pour-bouachrine/
Sahara: vers l’adoption d’un projet de résolution américain favorable au Maroc,"Le Conseil de sécurité de l’ONU votera après examen le projet de rapport du Secrétaire général, Antonio Guterres, relatif à la situation au Sahara le 30 octobre. Washington a proposé une première mouture qui semble favorable au Maroc.",26 octobre 2019,https://www.h24info.ma/maroc/sahara-vers-ladoption-dun-projet-de-resolution-americain-favorable-au-maroc/
"Vidéo. Casablanca: faute de reconversion « gastronomique », le marché central fera peau neuve",Le marché central de Casablanca ne sera finalement pas gastronomique. L’annonce officielle a été faite le mardi 15 octobre dernier dans le cadre d’une réunion entre le président de l’association des commerçants du marché central et les différents responsables en charge du projet. Des travaux de rénovation sont en revanche prévus. ,26 octobre 2019,https://www.h24info.ma/maroc/video-casablanca-faute-de-reconversion-gastronomique-le-marche-central-fera-peau-neuve/
Météo: voici les minimales et maximales prévues ce samedi 26 octobre,Voici les températures minimales et maximales prévues par la Direction de la météorologie nationale (DMN) pour la journée de samedi 26 octobre 2019:,25 octobre 2019,https://www.h24info.ma/maroc/meteo-voici-les-minimales-et-maximales-prevues-ce-samedi-26-octobre/
Interpellation de 6 personnes soupçonnées de « terrorisme »,"Six individus suspectés de préparer des « actes terroristes d’envergure » au nom du groupe Etat islamique (EI) ont été interpellés vendredi dans les environs de Casablanca (ouest) et de Chefchaouen, a-t-on appris auprès d’un porte-parole de la police à Rabat.",25 octobre 2019,https://www.h24info.ma/maroc/interpellation-de-6-personnes-soupconnees-de-terrorisme/
Le grand oral d’El Othmani,"La Chambre des Représentants tient, lundi prochain, une séance plénière consacrée aux questions orales relatives à la politique générale, adressées au Chef du gouvernement.",25 octobre 2019,https://www.h24info.ma/maroc/politique/le-grand-oral-del-othmani/
Démantèlement d’une cellule terroriste: les détails du ministre l’Intérieur,"Le bureau central d’investigations judiciaires (BCIJ) relevant de la Direction générale de la surveillance du territoire (DGST) a mis en échec un plan terroriste dangereux à travers le démantèlement vendredi d’une cellule terroriste, indique un communiqué du ministère de l’Intérieur en révélant de plus amples détails.",25 octobre 2019,https://www.h24info.ma/maroc/demantelement-dune-cellule-terroriste-les-details-du-ministre-linterieur/
Terrorisme: Grande opération de démantèlement de cellules terroristes dans le royaume,Les éléments du BCIJ ont procédé à plusieurs interventions afin d’appréhender plusieurs individus soupçonnés d’appartenir à des cellules terroristes qui s’apprêtaient à commettre un attentat. ,25 octobre 2019,https://www.h24info.ma/maroc/grande-operation-de-dementelement-de-cellules-terroristes-dans-le-royaume/
Le CESE présentera ses recommandations relatives aux nouvelles formes de protestation au Maroc,"Le Conseil économique, social et environnemental (CESE) organisera, mardi à Rabat, une rencontre pour présenter le focus de son rapport annuel au titre de l’année 2018 intitulé «Les nouvelles formes de protestation au Maroc».",25 octobre 2019,https://www.h24info.ma/maroc/le-cese-presentera-ses-recommandations-relatives-aux-nouvelles-formes-de-protestation-au-maroc/
"La population féminine rurale estimée à 6,5 millions de personnes en 2019","La population féminine rurale au Maroc est estimée en 2019 à 6,5 millions de personnes, représentant presque la moitié de la population rurale (49,2%), selon le Haut-commissariat au plan (HCP).",26 octobre 2019,https://www.h24info.ma/maroc/la-population-feminine-rurale-estimee-a-65-millions-de-personnes-en-2019/
Augmentation des taxes sur l’alcool: les professionnels envisagent de monter au créneau,L’augmentation de la TIC de bière et du vin envisagée par le gouvernement dans le projet de loi de finances (PLF) 2020 irrite les patrons des débits de boissons. Ceux-ci envisagent d’observer une grève de deux jours.,24 octobre 2019,https://www.h24info.ma/maroc/augmentation-des-taxes-sur-lalcool-les-professionnels-envisagent-de-monter-au-creneau/
M’diq: arrestation d’un individu pour le vol de câbles de fibre optique,"La brigade de la police judiciaire relevant du district de M’diq-Fnideq a arrêté, jeudi, un individu de 29 ans pour ses liens présumés avec un réseau criminel s’activant dans le vol des câbles de fibre optique assurant la liaison nationale à l’Internet. ",24 octobre 2019,https://www.h24info.ma/maroc/mdiq-arrestation-dun-individu-pour-le-vol-de-cables-de-fibre-optique/
Vidéo. Kaïs Saïed remercie Mohammed VI et appelle à réactiver l’UMA,"Le Président tunisien, Kaïs Saïed, a exprimé, mercredi soir, ses remerciements au roi Mohammed VI pour son initiative d’envoyer une délégation de haut niveau pour participer à la cérémonie de son investiture.",24 octobre 2019,https://www.h24info.ma/maroc/video-kais-saied-remercie-mohammed-vi-et-appelle-a-reactiver-luma/
Saisie à Bouznika de 6 tonnes d’effets vestimentaires non déclarés,"Des éléments de la Brigade nationale des douanes (BND) ont intercepté, dans la nuit de mercredi à jeudi à Bouznika, un camion-citerne renfermant près de six tonnes d’effets vestimentaires non déclarés, apprend-on auprès de l’Administration des douanes et impôts indirects (ADII).",24 octobre 2019,https://www.h24info.ma/maroc/saisie-a-bouznika-de-6-tonnes-deffets-vestimentaires-non-declares/
Moulay Rachid s’entretient à Tokyo avec le premier ministre japonais,"Le prince Moulay Rachid, qui a représenté le roi Mohammed VI à la cérémonie d’intronisation du nouvel empereur japonais, a eu, jeudi à la Résidence Impériale d’Akasaka à Tokyo, un entretien avec le premier ministre japonais Abe Shinzo.",24 octobre 2019,https://www.h24info.ma/maroc/moulay-rachid-sentretient-a-tokyo-avec-le-premier-ministre-japonais/
Pétrole: une énorme raffinerie maroco-russe sera construite à Nador, ,24 octobre 2019,https://www.h24info.ma/maroc/petrole-une-enorme-raffinerie-maroco-russe-sera-construite-a-nador/
Voici les maladies les plus mortelles au Maroc,L’association marocaine des sciences médicales a dévoilé des chiffres inquiétants sur les maladies qui menacent la vie des citoyens marocains.,25 octobre 2019,https://www.h24info.ma/maroc/voici-les-maladies-les-plus-mortelles-au-maroc/
"L’un des fondateurs du groupe Tagadda, Mohamed Louz n’est plus","L’artiste populaire Mohamed Louz s’est éteint, mercredi, à l’âge de 60 ans, des suites d’une longue maladie, apprend-on auprès du Syndicat marocain des professions de musique. Feu Louz est l’un des fondateurs du célèbre groupe Tagadda qui a marqué de son empreinte la musique ghiwanie dans les années 70 et 80.",23 octobre 2019,https://www.h24info.ma/maroc/lun-des-fondateurs-du-groupe-tagadda-mohamed-louz-nest-plus/
Meurtre d’Imlil: le parquet demande l’exécution des meurtriers,La peine de mort « avec exécution » effective a été requise mercredi contre les trois Marocains radicalisés qui ont avoué avoir décapité deux touristes scandinaves en décembre 2018 au nom du groupe Etat islamique (EI).,24 octobre 2019,https://www.h24info.ma/maroc/meurtre-dimlil-le-parquet-demande-lexecution-des-meurtriers/
Casablanca: 8.225 suspects arrêtés par la police du 10 au 21 octobre,"Les opérations sécuritaires menées dans les différents districts de la préfecture de police de Casablanca du 10 au 21 octobre ont permis l’arrestation d’un total de 8.225 personnes, dont 6.094 en flagrant délit et 2.131 faisant l’objet de mandats de recherche nationaux pour leur implication dans divers crimes et délits.",23 octobre 2019,https://www.h24info.ma/maroc/casablanca-8-225-suspects-arretes-par-la-police-du-10-au-21-octobre/
Rabat: l’agresseur du muezzin à Rabat n’est pas atteint de troubles mentaux,"L’agresseur du muezzin de Rabat, arrêté vendredi 18, n’est pas atteint de troubles mentaux. C’est ce qui découle de la première expertise médicale ordonnée par le procureur général près la Cour d’appel de la capitale. ",23 octobre 2019,https://www.h24info.ma/maroc/rabat-lagresseur-du-muezzin-a-rabat-nest-pas-atteint-de-troubles-mentaux/
Vidéos. Fortes pluies: des routes coupées et un pont effondré dans l’Oriental et le Rif,"Les fortes pluies qui ont concerné, mardi et mercredi, les différentes provinces du Royaume n’ont pas passé sans dégâts. Certaines provinces des régions du Rif et de l’Oriental ont été balayées par des inondations qui ont causé l’effondrement d’un pont à Driouch.",23 octobre 2019,https://www.h24info.ma/maroc/videos-fortes-pluies-des-routes-coupees-et-un-pont-effondre-dans-loriental-et-le-rif/
Météo: les prévisions du jeudi 24 octobre,"Voici les prévisions météorologiques pour la journée du jeudi 24 octobre 2019, établies par la Direction de la météorologie nationale:",24 octobre 2019,https://www.h24info.ma/maroc/meteo-les-previsions-du-jeudi-24-octobre/
"Guerguerate: poussés par le polisario, des contrebandiers bloquent le trafic des marchandises","A l’instigation du polisario, des contrebandiers ont installé des tentes sur le tronçon de la route situé dans la zone tampon menant du Maroc à la Mauritanie depuis le jeudi 17 octobre bloquant ainsi les flux de marchandises vers l’Afrique subsaharienne.",23 octobre 2019,https://www.h24info.ma/maroc/guerguerate-pousses-par-le-polisario-des-contrebandiers-bloquent-le-trafic-des-marchandises/
Dialogue stratégique Maroc-USA: les entretiens marathon de Bourita,"Le Ministre des Affaires Etrangères, de la coopération africaine et des Marocains résidant à l’étranger, Nacer Bourita, s’est entretenu mardi soir à Washington, avec le Conseiller spécial du Président des États-Unis d’Amérique, Jared Kushner, et également avec la conseillère du président des Etats-Unis d’Amérique Ivanka Trump.",23 octobre 2019,https://www.h24info.ma/maroc/dialogue-strategique-maroc-usa-les-entretiens-marathon-de-bourita/
La CNDP somme Facebook sur les données à caractère personnel des Marocains,La Commission nationale de contrôle de la protection des données à caractère personnel (CNDP) a enjoint à l’entreprise Facebook de répondre au plus vite à ses demandes concernant les données à caractère personnel des internautes au Maroc.,23 octobre 2019,https://www.h24info.ma/maroc/la-cndp-somme-facebook-sur-les-donnees-a-caractere-personnel-des-marocains/
Le respondable du centre de bienfaisance de Tit Mellil a été viré,"Avec près de 34 décès, comptabilisés depuis le début de l’année, la situation est devenue de plus en plus alarmante dans le centre de bienfaisance « Dar El Kheir » de Tit Mellil. Les autorités ont fini par réagir. Les détails. ",24 octobre 2019,https://www.h24info.ma/maroc/le-respondable-du-centre-de-bienfaisance-de-tit-mellil-a-ete-vire/
Le Maroc dans le top 10 des pays à visiter en 2020,"Le Maroc fait partie des destinations qu’il ne faut absolument pas manquer, selon le célèbre éditeur de guides de voyage Lonely Planet qui place le royaume dans son top 10 annuel de 2020.",22 octobre 2019,https://www.h24info.ma/maroc/le-maroc-dans-le-top-10-des-pays-a-visiter-en-2020/
Octobre rose: luttons contre le cancer du sein,"Chaque année, de nombreux organismes de lutte contre le cancer du sein organisent une large campagne de communication durant le mois d’octobre, destinée à sensibiliser au dépistage du cancer du sein et à récolter des fonds pour la recherche. L’occasion d’informer, de dialoguer et de mobiliser. On fait le point.",22 octobre 2019,https://www.h24info.ma/maroc/octobre-rose-luttons-contre-le-cancer-du-sein/
Exclusif. Casablanca: le marché central ne sera pas gastronomique,Exclusif. Le projet de transformation du mythique marché central de Casablanca en « marché gastronomique répondant aux normes internationales » ne verra finalement pas le jour. ,22 octobre 2019,https://www.h24info.ma/maroc/exclusif-casablanca-le-marche-central-ne-sera-pas-gastronomique/
PLF2020: nouvelles taxes sur les boissons alcoolisées,"Le gouvernement a adopté le Projet de loi de finances 2020, qui prévoit notamment une augmentation significative des taxes sur les boissons alcoolisées. Les détails. ",22 octobre 2019,https://www.h24info.ma/maroc/mauvaise-nouvelle-pour-consommateurs-dalcool-au-maroc/
Météo: les prévisions du jour,"Voici les prévisions météorologiques pour la journée du mercredi 23 octobre 2019, établies par la Direction de la météorologie nationale :",23 octobre 2019,https://www.h24info.ma/maroc/meteo-previsions-du-jour-9/
Vidéo. Dialogue stratégique Maroc-USA: Bourita s’entretient avec Pompeo,"Le Ministre des Affaires étrangères de la coopération africaine et des Marocains Résidant à l’Etranger, Nasser Bourita s’est entretenu, ce mardi 22 octobre à Washington avec le Secrétaire d’État américain Michael Richard Pompeo.",22 octobre 2019,https://www.h24info.ma/maroc/video-dialogue-strategique-maroc-usa-bourita-sentretient-avec-pompeo/
L’importation des livres bloquée à cause de la disparition du ministère de la Communication,"Depuis le remaniement ministériel El Othmani II et la suppression du ministère de la Communication, les éditeurs et libraires n’ont plus la possibilité de valider les importations de livres au Maroc.",22 octobre 2019,https://www.h24info.ma/maroc/limportation-des-livres-bloquee-a-cause-de-la-disparition-du-ministere-de-la-communication/
Diapo. Nador: près de 2 millions DH de marchandises de contrebande saisies en 2 jours,"Au courant du weekend du 19 et 20 octobre, des éléments douaniers de la Direction Régionale de l’Oriental ont mis en échec deux tentatives d’importation frauduleuse de marchandises de contrebande dont la valeur globale s’élève à plus de 1.800.000,00 dirhams.",22 octobre 2019,https://www.h24info.ma/maroc/diapo-nador-pres-de-2-millions-dh-de-marchandises-de-contrebande-saisies-en-2-jours/
Vidéo. Sebta: des migrants sauvés par des pêcheurs marocains,Des pêcheurs rifains localisés près de Sebta ont sauvé ce weekend des migrants marocains ayant tenté de rejoindre la péninsule ibérique sur une embarcation de fortune. ,23 octobre 2019,https://www.h24info.ma/maroc/video-sebta-des-migrants-sauves-par-des-pecheurs-marocains/
Marrakech: démantèlement d’une bande spécialisée dans le trafic de drogue et des psychotropes,"Le service de la police judiciaire relevant de la préfecture de police de Marrakech a réussi, mardi, à démanteler une bande criminelle spécialisée dans le trafic de drogue et des psychotropes, qui opérait au niveau de l’un des douars avoisinants la cité ocre.",23 octobre 2019,https://www.h24info.ma/maroc/marrakech-demantelement-dune-bande-specialisee-dans-le-trafic-de-drogue-et-des-psychotropes/
Vidéo. Sahara: première réaction du gouvernement algérien aux déclarations de Saadani,"La réaction du gouvernement algérien suite aux déclarations de l’ancien secrétaire général du FLN, Amar Saadani confirmant la marocanité du Sahara, n’a pas tardé. Le porte-parole du gouvernement algérien, Hassan Rabehi, a affirmé que les «déclarations de Saadani ne concernent que lui».",21 octobre 2019,https://www.h24info.ma/maroc/sahara-premierereaction-du-gouvernement-algerien-aux-declarations-de-saadani/
Un accident de tramway fait un mort à Casablanca,"Une personne a rendu l’âme, ce lundi matin à Casablanca, après avoir été heurtée par le tramway près de la station de Hay Raja. Les circonstances de l’accident restent floues.",21 octobre 2019,https://www.h24info.ma/maroc/un-accident-de-tramway-fait-un-mort-a-casablanca/
Tinghir: les informations sur les réseaux sociaux montrant un individu « au niqab » sont « fausses »,"Les services de sûreté nationale dans la ville de Tinghir ont réagi avec célérité et rigueur suite à une publication sur les réseaux sociaux montrant la photo d’un individu portant le niqab et alléguant que trois personnes, déguisées en femmes, ont tenté d’attirer trois élèves mineurs d’un établissement scolaire, et qu’ils avaient auparavant perpétré le même acte criminel dans un douar des environs de Tinghir.",21 octobre 2019,https://www.h24info.ma/maroc/tinghir-les-informations-sur-les-reseaux-sociaux-montrant-un-individu-au-niqab-sont-fausses/
Voici pourquoi Asma Lambaret a ôté son voile,"L’ancienne directrice du Centre des études féminines en Islam, Asma Lamrabet, a renoncé au voile qu’elle porte depuis des années.",21 octobre 2019,https://www.h24info.ma/maroc/voici-pourquoi-asma-lambaret-a-ote-son-voile/
Conférence sur la justice à Marrakech: le message du roi Mohammed VI,"Le roi Mohammed VI a adressé un message aux participants à la 2ème Conférence internationale sur la justice, qui a entamé ses travaux, lundi à Marrakech, sous le thème «Justice et Investissement : défis et enjeux».",21 octobre 2019,https://www.h24info.ma/maroc/conference-sur-la-justice-a-marrakech-le-message-du-roi-mohammed-vi/
Températures minimales et maximales prévues pour le mardi 22 octobre,Voici les températures minimales et maximales prévues par la Direction de la météorologie nationale pour la journée du mardi 22 octobre 2019:,21 octobre 2019,https://www.h24info.ma/maroc/temperatures-minimales-et-maximales-prevues-pour-le-mardi-22-octobre/
Martil: Mise en échec d’une tentative de trafic de près de 600 kilos de haschich,"Les éléments de la sûreté nationale de la ville de Martil, en coordination avec le service préfectoral de la police judiciaire de Tétouan, ont réussi, dimanche soir, à mettre en échec une tentative de trafic de 595 kg de chira par voie maritime à partir de la plage de Cabo Negro.",21 octobre 2019,https://www.h24info.ma/maroc/martil-mise-en-echec-dune-tentative-de-trafic-de-pres-de-600-kilos-de-haschich/
Météo: les prévisions du mardi 22 octobre,"Voici les prévisions météorologiques pour la journée du mardi 22 octobre 2019, établies par la Direction de la météorologie nationale :",22 octobre 2019,https://www.h24info.ma/maroc/meteo-les-previsions-du-mardi-22-octobre/
Des associations s’inquiètent de la santé d’un détenu du Hirak,"Une coalition représentant une trentaine d’associations des droits humains s’est alarmée lundi de l’état de santé d’un détenu du mouvement de protestation Hirak, en grève de la faim depuis 45 jours, appelant à une « intervention d’urgence » pour le « sauver ».",22 octobre 2019,https://www.h24info.ma/maroc/des-associations-sinquietent-de-la-sante-dun-detenu-du-hirak/
"Video. Maroc, «Blad schizo»?",La schizophrénie est retenue par l’OMS parmi les 6 maladies les plus graves qui puissent exister dans le monde. ,21 octobre 2019,https://www.h24info.ma/maroc/a-corriger-video-maroc-blad-schizo/
Aéroport Marrakech Menara: arrestation d’un Brésilien pour trafic de cocaïne,"Les éléments de police à l’aéroport Marrakech Menara ont arrêté, dimanche, un citoyen brésilien, âgé de 22 ans, en flagrant délit de trafic de cocaïne.",20 octobre 2019,https://www.h24info.ma/maroc/aeroport-marrakech-menara-arrestation-dun-bresilien-pour-trafic-de-cocaine/
L’ambassade du Maroc au Liban ferme provisoirement ses portes,Le ministère des Affaires étrangères marocain a annoncé la fermeture provisoire de l’ambassade du Maroc à Beyrouth à cause des manifestations prévues ce lundi dans la capitale libanaise.,21 octobre 2019,https://www.h24info.ma/maroc/lambassade-du-maroc-au-liban-ferme-provisoirement-ses-portes/
Vidéo. Scandale de pédophilie à Casablanca: un quinquagénaire soupçonné d’avoir violé 40 fillettes ,Le coupable démasqué en flagrant délit ,21 octobre 2019,https://www.h24info.ma/maroc/video-scandale-de-pedophilie-a-casablanca-un-quinquagenaire-soupconne-davoir-viole-40-fillettes/
Météo: les prévisions du lundi 21 octobre,"Voici les prévisions météorologiques pour la journée du lundi 21 octobre 2019, établies par la Direction de la météorologie nationale (DMN):",21 octobre 2019,https://www.h24info.ma/maroc/meteo-previsions-du-lundi-21-octobre/
Vidéo. Avortement: le débat s’annonce houleux,"Organisé mercredi dernier par l’université Mohammed VI des sciences de la santé, le Grand débat de la jeunesse a réuni des acteurs de la société civile et politique pour discuter de la question «avortement: où en est-on?» devant un parterre de 700 étudiants venus assister et participer à la rencontre. ",20 octobre 2019,https://www.h24info.ma/maroc/video-avortement-le-debat-sannonce-houleux/
Ahmed Raïssouni s’en prend au physique d’Ibtissam Lachgar,"La militante féministe Ibtissam Lachgar continue d’être la cible de la mouvance islamiste. Cette fois-ci, c’est le président de l’Union mondiale des ouléma musulmans de s’en prendre au physique de la présidente de l’association MALI.",21 octobre 2019,https://www.h24info.ma/maroc/ahmed-raissouni-sen-prend-au-physique-dibtissam-lachgar/
Météo: températures minimales et maximales prévues pour le lundi 21 octobre,Voici les températures minimales et maximales prévues par la Direction de la météorologie nationale pour la journée du lundi 21 octobre 2019,20 octobre 2019,https://www.h24info.ma/maroc/meteo-temperatures-minimales-et-maximales-prevues-pour-le-lundi-21-octobre/
Vidéo. Nutrition: bien choisir vos matières grasses,"Beurre, huile, crèmes, graisses cachées… Il existe de nombreuses sources de matières grasses dans notre alimentation. Certaines sont indispensables au bon fonctionnement de notre organisme, d’autres un peu moins… Comment bien choisir ses matières grasses? Quel type de gras privilégier? Réponse de notre consultante Valérie Alighieri, médecin généraliste et nutritionniste à Casablanca. ",21 octobre 2019,https://www.h24info.ma/maroc/sante/papier-wd-video-nutrition-bien-choisir-vos-matieres-grasses/
Rabat: un individu arrêté pour agression contre un Muezzin,"Les éléments de la police judiciaire de Rabat ont procédé, vendredi soir, à l’arrestation d’un individu âgé de 34 ans, présentant des signes de troubles mentaux pour coups et blessures graves à l’aide d’une barre de fer contre un Muezzin, apprend-on auprès de la préfecture de police de Rabat.",19 octobre 2019,https://www.h24info.ma/maroc/un-individu-arrete-pour-agression-contre-un-muezzin/
"Le détenu rifain Rabie El Ablaq n’est « jamais entré » en grève de la faim, selon la DGAPR","Plusieurs médias avancent que le journaliste Rabie El Ablaq, détenu du Hirak à la prison de Tanger 2, est entré dans une grève de la faim et de l’eau. L’administration de l’établissement pénitentiaire de la ville du Détroit vient d’apporter un démenti. ",19 octobre 2019,https://www.h24info.ma/maroc/detenu-rifain-rabie-el-ablaq-nest-jamais-entre-en-greve-de-la-faim-selon-la-dgapr/
Abdellatif Jouahri primé à Washington pour la troisième année consécutive,"Le wali de Bank Al-Maghrib, Abdellatif Jouahri, a été primé, samedi à Washington, en tant que l’un des dix meilleurs gouverneurs de banques centrales dans le monde.",20 octobre 2019,https://www.h24info.ma/maroc/abdellatif-jouahri-prime-washington-pour-la-troisieme-annee-consecutive/
"« Withic », l’étrange site de rencontres destiné aux migrants marocains",Aide humanitaire et site de rencontres…deux thématiques qui a priori n’ont rien à voir ensemble. Un couple franco-marocain en a décidé autrement. Ils viennent de créer ,19 octobre 2019,https://www.h24info.ma/maroc/withic-letrange-site-de-rencontres-destine-aux-migrants-marocains/
